,preds,explanations
442,inform,"The third utterance ""In my country football is brand new, so I never learned the game when I was younger"" is an informative speech act as it is providing information about the speaker's experience with football in their country. "
443,inform,"The fourth utterance ""It's a very popular game in America"" is an informative speech act as it is stating a fact or providing information about the popularity of football in America. "
444,question,"The fifth utterance ""Yeah, I heard a lot about it. Is it really that fun?"" is a question speech act as it is seeking confirmation or more information about the enjoyment of football."
445,inform,The first utterance is classified as Informative because the speaker is providing information about their opinion on a certain type of game. 
446,question,The second utterance is classified as Question because the speaker is asking for information about the listener's involvement in football. 
447,inform,The third utterance is classified as Informative because the speaker is providing information about their participation in football for fun with friends and the types of football they play. 
448,inform,The fourth utterance is classified as Informative because the speaker is providing an explanation and description of two hand touch and flag football. 
449,inform,The fifth utterance is classified as Informative because the speaker is continuing to provide an explanation and description of two hand touch and flag football.
450,inform,"The first utterance ""i see . it's safer then right ?"" is classified as Informative because it provides a response to a previous statement and shares an observation or understanding. "
451,inform,"The second utterance ""exactly . we play every saturdays on the field by the tennis courts . if you want to learn and play a little , you're welcome to join us ."" is classified as Informative because it provides information about the speaker's routine and extends an invitation to join them. "
452,directive,"The third utterance ""i'll give it a try . give me a call and let's go down together ."" is classified as Directive because it involves the speaker making a request for the listener to call and go together. "
453,directive,"The fourth utterance ""ok . i'll call you saturday morning ."" is classified as Directive because it is a commitment to perform an action, which is to call on Saturday morning. "
454,commissive,"The fifth utterance ""great ."" is classified as Commissive because it expresses the speaker's positive response to the previous statement."
455,question,"The utterance ""what upsets you ?"" is a question because it starts with the interrogative word ""what"" and seeks information or clarification from the listener. "
456,inform,"The utterance ""my parents called . as usual , they reminded me again that i should have a plan to marry by my late 20s . easier said then done . who should i marry ? i have no time to go on a date ."" is informative because it provides information about the speaker's parents reminding them to have a plan to marry and their struggle to find someone to marry. It does not seek a response or specific information from the listener. "
457,inform,"The utterance ""it is not your mother finding one for you ?"" is informative because it seeks confirmation or clarification from the listener about whether the listener's mother is finding someone for them. It does not seek a specific response or information. "
458,commissive,"The utterance ""i will find one myself , of course . i ’ m a modern girl ."" is commissive because it involves the speaker making a commitment or promise to find someone to marry themselves. It uses future-oriented language (""will find"") and first-person pronouns (""I""). The speaker is personally committing to an action. "
459,inform,"The fifth utterance ""perhaps you can try the three minute date, the latest type"" is an informative speech act because it is providing a suggestion or conveying information about a specific type of date."
460,inform,"The utterance provides information and expresses the speaker's negative opinion about a specific idea or concept. There is no commitment, request, or question present, indicating an informative speech act. "
461,inform,"The utterance provides information about a specific service and offers advice on how to access it. There is no commitment, request, or question present, indicating an informative speech act. "
462,inform,"The utterance expresses the speaker's opinion about the concept discussed in the previous utterance. There is no commitment, request, or question present, indicating an informative speech act. "
463,inform,"The utterance expresses the speaker's opinion about the speed at which one can determine the potential for romance. There is no commitment, request, or question present, indicating an informative speech act. "
464,inform,The fifth utterance is classified as informative because it states a personal preference and refusal to participate in the described online dating scenario.
465,inform,"The first utterance provides information about using the internet for dating methods and highlights the benefits of using more serious and professional sites. It does not involve a commitment or request, making it an informative speech act. "
466,directive,The second utterance is classified as a directive because the speaker expresses their preference not to post personal information on the internet. 
467,question,The third utterance is a direct question asking if the listener is going to the party on Saturday. The use of the interrogative form and seeking information make it a question speech act. 
468,question,"The fourth utterance is a question in response to the previous question, asking if the listener is also thinking about going to the party. The use of the interrogative form and seeking information make it a question speech act. "
469,inform,"The fifth utterance acknowledges hearing about the party being a lot of fun. It provides information about the speaker's knowledge and does not involve a commitment or request, making it an informative speech act."
470,question,"The first utterance is classified as a Question because it begins with the interrogative word ""what,"" indicating that the speaker is seeking information about the time the event starts. "
471,inform,"The second utterance is classified as Informative because it provides a direct response to the previous question, sharing the specific time the event begins. "
472,question,"The third utterance is classified as a Question because it begins with the interrogative word ""who,"" indicating that the speaker is seeking information about the people who will be attending the event. "
473,inform,"The fourth utterance is classified as Informative because it provides an explicit response to the previous question, stating that everyone from school will be there. "
474,question,"The fifth utterance is classified as a Question because it begins with the interrogative word ""how,"" indicating that the speaker is seeking information about the basis for believing the event will be fun."
475,inform,"The first utterance is classified as Informative because it provides information about the party, listing the activities that will be present. "
476,inform,The second utterance is also classified as Informative because it acknowledges the information provided in the previous utterance and expresses an opinion about it. 
477,directive,The third utterance is classified as Directive because it is a question asking for information about the listener's attendance at the party. 
478,commissive,The fourth utterance is classified as a Commissive because it makes a commitment to attend the party. 
479,directive,The fifth utterance is classified as a Directive because it is a polite request asking for a few minutes of the listener's time to discuss the speaker's grades.
480,directive,"The first utterance ""step into my office for a moment. what is your concern?"" is classified as a Directive because it contains an imperative verb (""step"") and is a request for the listener to enter the speaker's office and share their concern. "
481,question,"The second utterance ""am I failing?"" is classified as a Question because it starts with the interrogative word ""am"" and seeks information or confirmation from the listener about whether they are failing. "
482,directive,"The third utterance ""let's go on the computer to see what's up. do you think you are doing well?"" is classified as a Directive because it includes the imperative verb ""let's"" and is a suggestion or invitation for the listener to join the speaker in checking the computer. The second sentence ""do you think you are doing well?"" is classified as a Question as it seeks the listener's opinion or assessment. "
483,commissive,"The fourth utterance ""I am pretty sure that I am in trouble"" is classified as a Commissive because it includes the speaker expressing their certainty or assurance about their situation, indicating a commitment or promise to the listener. "
484,question,"The fifth utterance ""I can see that you are trying, but where do you think you could improve?"" is classified as a Question speech act because it is formed as an interrogative sentence and seeks information or clarification from the listener."
485,directive,The first utterance is classified as Directive because the speaker is expressing a need and making a request to ensure they come to school regularly. 
486,question,"The second utterance ""having a regular study routine and following it is very important , right ?"" is a question as indicated by the interrogative form and the presence of the word ""right."" The speaker is seeking confirmation or seeking information, making it a question speech act. "
487,commissive,"The third utterance is classified as Commissive because the speaker is making a commitment to try, despite acknowledging the difficulty. "
488,inform,"The fourth utterance ""thanks for stopping by !"" is an expression of gratitude, therefore it falls under the category of an informative speech act. "
489,commissive,The fifth utterance is classified as Commissive because the speaker is expressing good wishes and promising support for the listener's upcoming test.
490,directive,"The utterance ""thanks"" is classified as a Directive because it is a polite expression of gratitude, which is a form of requesting or influencing behavior. "
491,commissive,"The utterance ""i'll never ever work together with him!"" is classified as a Commissive speech act. It includes the future-oriented language ""i'll"" and the verb ""work"", indicating a commitment to not work with someone in the future. "
492,question,"The utterance ""what happened? quarrel again?"" is classified as a Question speech act. It contains two interrogative sentences seeking information and clarification about a potential quarrel. "
493,directive,"The utterance ""will you take my materials back from him for me? please!"" is classified as a Directive speech act. The sentence includes a question asking for assistance (""will you...?"") and a polite request (""please""), indicating a desire for the listener to perform an action on behalf of the speaker. "
494,directive,"The utterance ""don't ask me. i don't wanna be involved in your quarrel."" is classified as a Directive speech act. It includes an imperative sentence (""don't ask me"") and expresses the speaker's unwillingness to be involved in a quarrel, thus indirectly requesting the listener to refrain from asking for involvement."
495,commissive,"The utterance expresses an emotional reaction (""oh, my god!"") and indicates that the speaker has been cheated, suggesting a commissive speech act. The speaker may be acknowledging the situation and potentially making a commitment to take action in response to being cheated. "
496,question,"The use of question marks and the repetition of ""what"" indicate that the speaker is seeking information or clarification about what the listener bought. This suggests a question speech act. "
497,inform,"The utterance expresses the speaker's disbelief and frustration, describing the object as a brick and expressing regret. The speaker is not seeking information or making a commitment, but rather providing information and expressing emotions. Therefore, it can be classified as an informative speech act. "
498,question,"The utterance ""what is it? why did you buy a brick?"" consists of two questions seeking information about the object and the reason behind the purchase. It falls under the category of a Question speech act as it seeks clarification or confirmation from the listener. "
499,inform,"The utterance provides information about a past event, specifically describing a person on the sidewalk and the boxes he had. This suggests an informative speech act, as the speaker is sharing information without seeking a response or asking a question."
