,Unnamed: 0,speaker,content,block,session
18286,12034,Vika, Hm.,0,2106
18287,12035,Salah, [UI],0,2106
18288,12036,Oleg, They are now considering ten thirty.,0,2106
18289,12037,Will, Hold on.,0,2106
18290,12038,Oleg, Seven eleven – no water.,0,2106
18291,12039,Vika, What do they mean no water?,0,2106
18292,12040,Oleg, Huh?,0,2106
18293,12041,Vika, Why no water?,0,2106
18294,12042,Oleg," Well,",0,2106
18294,12042,Oleg,the mechanical says that for some reason.,0,2106
18295,12043,Salah," So,",0,2106
18295,12043,Salah,the scenario of the [UI] everything is just to look for a point?,0,2106
18295,12043,Salah,There is no scenario for constructing the well?,0,2106
18296,12044,Ashley, Seems like it.,0,2106
18296,12044,Ashley,I don’t know.,0,2106
18296,12044,Ashley,We can ask Reynold.,0,2106
18297,12045,Salah, [UI] for every task.,0,2106
18298,12046,Ashley, Yes.,0,2106
18298,12046,Ashley,I don’t know.,0,2106
18298,12046,Ashley,Maybe it would be useful to ask them to give us some feedback.,0,2106
18299,12047,Vika, There’s a lot of water there.,0,2106
18300,12048,Will, Where?,0,2106
18301,12049,Vika, Seven eleven.,0,2106
18302,12050,Will, Seven eleven?,0,2106
18303,12051,Vika, Yes.,0,2106
18304,12052,Will," Oh,",0,2106
18304,12052,Will,"yes,",0,2106
18304,12052,Will,yes.,0,2106
18305,12053,Will, And which one did Oleg say just now?,0,2106
18306,12054,Oleg, They are looking at ten thirty now.,0,2106
18307,12055,Will," Oh,",0,2106
18307,12055,Will,okay.,0,2106
18307,12055,Will,It’s not like you found a new one.,0,2106
18308,12056,Salah, Ten?,0,2106
18309,12057,Oleg, Ten thirty.,0,2106
18310,12058,Ashley," Yeah,",0,2106
18310,12058,Ashley,the one that we…,0,2106
18311,12059,Salah," Ah,",0,2106
18311,12059,Salah,okay.,0,2106
18311,12059,Salah,Ten thirty.,0,2106
18312,12060,Ashley, Mhm.,0,2106
18312,12060,Ashley,Is there any water at thirteen thirty-eight?,0,2106
18313,12061,Will, Two seconds.,0,2106
18314,12062,Ashley, Good accessibility and high population count.,0,2106
18315,12063,Vika," Oleg,",0,2106
18315,12063,Vika,please look at thirty-three eighteen.,0,2106
18316,12064,Vika, Will you be able to filter it?,0,2106
18317,12065,Will, Alright.,0,2106
18317,12065,Will,"What was that one,",0,2106
18317,12065,Will,Ash?,0,2106
18318,12066,Ashley, Thirteen thirty-eight.,0,2106
18319,12067,Oleg," Yes,",0,2106
18319,12067,Oleg,it’s great.,0,2106
18320,12068,Vika, Guys.,0,2106
18321,12069,Will, There is a little bit of water there.,0,2106
18321,12069,Will,Not a lot.,0,2106
18321,12069,Will,Let me take a look.,0,2106
18322,12070,Vika, Thirteen thirty-eight.,0,2106
18322,12070,Vika,Can you take a look at thirty-three eighteen?,0,2106
18323,12071,Ashley, Yes.,0,2106
18323,12071,Ashley,Once I get these off.,0,2106
18324,12072,Vika, Mhm.,0,2106
18325,12073,Will, It’s not too bad.,0,2106
18325,12073,Will,It’s not a lot but.,0,2106
18326,12074,Vika, Which one?,0,2106
18327,12075,Ashley, The one that I said?,0,2106
18327,12075,Ashley,//Thirteen thirty-eight?,0,2106
18328,12076,Will, //Thirteen thirty-eight.,0,2106
18328,12076,Will,But it’s not going to be for the…And our structural geologist will want more water than that.,0,2106
18329,12077,Ashley, Mhm.,0,2106
18330,12078,Ashley," Vika,",0,2106
18330,12078,Ashley,what did you say?,0,2106
18330,12078,Ashley,"Oh,",0,2106
18330,12078,Ashley,fuck!,0,2106
18330,12078,Ashley,[UI].,0,2106
18330,12078,Ashley,Hang on.,0,2106
18330,12078,Ashley,…Okay.,0,2106
18330,12078,Ashley,Which one did you say?,0,2106
18330,12078,Ashley,Sorry.,0,2106
18331,12079,Vika, Thirty-three eighteen.,0,2106
18332,12080,Ashley, No!,0,2106
18333,12081,Oleg, What does it mean “No!”?,0,2106
18334,12082,Ashley, Very…,0,2106
18335,12083,Will, Forty-seven.,0,2106
18336,12084,Ashley, A lot…,0,2106
18337,12085,Salah," Forty-five forty-seven,",0,2106
18337,12085,Salah,they are saying.,0,2106
18338,12086,Will, Okay.,0,2106
18338,12086,Will,Let me take a look.,0,2106
18339,12087,Ashley, Forty-five forty-seven.,0,2106
18340,12088,Salah, Yeah.,0,2106
18340,12088,Salah,But I didn’t find it.,0,2106
18340,12088,Salah,Where is it?,0,2106
18341,12089,Ashley, Forty-five forty-seven…,0,2106
18342,12090,Salah, Is there forty-five?,0,2106
18343,12091,Ashley," Yeah,",0,2106
18343,12091,Ashley,where the heck is it?,0,2106
18344,12092,Salah, Where is it?,0,2106
18345,12093,Salah, I don’t have.,0,2106
18346,12094,Will, You can.,0,2106
18346,12094,Will,Just hit the “plus” button.,0,2106
18347,12095,Ashley, Yeah.,0,2106
18347,12095,Ashley,There is no forty-five on the grid.,0,2106
18348,12096,Salah, Yeah.,0,2106
18349,12097,Will, What?,0,2106
18349,12097,Will,//I was able to pull it up.,0,2106
18350,12098,Oleg, //[UI],0,2106
18351,12099,Ashley, Where is it on your map?,0,2106
18352,12100,Will, //I think it’s on the very top.,0,2106
18353,12101,Salah, //they said to look at forty-five…,0,2106
18354,12102,Ashley, Forty-five forty-seven?,0,2106
18354,12102,Ashley,My grid only goes up to forty.,0,2106
18355,12103,Salah, //Me too.,0,2106
18355,12103,Salah,Same thing.,0,2106
18356,12104,Oleg, //Where is it?,0,2106
18357,12105,Will, I know what’s happening.,0,2106
18357,12105,Will,They have…You’d have to close //the grid cells thing.,0,2106
18358,12106,Oleg, //Do you see this?,0,2106
18359,12107,Ashley, //Oh.,0,2106
18359,12107,Ashley,"The chat…Oh,",0,2106
18359,12107,Ashley,I see.,0,2106
18359,12107,Ashley,You should close…,0,2106
18360,12108,Will, But you can also just type in,0,2106
18361,12109,Will, where is says “Grid Cells” you can just hit “plus”,0,2106
18362,12110,Salah, Yeah.,0,2106
18362,12110,Salah,Yeah.,0,2106
18363,12111,Ashley," Yeah,",0,2106
18363,12111,Ashley,but then I can’t see the information without the map open.,0,2106
18364,12112,Will, On the right-hand side you don’t see it?,0,2106
18365,12113,Ashley," I mean,",0,2106
18365,12113,Ashley,"I don’t see…Oh,",0,2106
18365,12113,Ashley,okay.,0,2106
18365,12113,Ashley,I see what you’re saying.,0,2106
18365,12113,Ashley,Yeah.,0,2106
18365,12113,Ashley,Oh…,0,2106
18366,12114,Salah, It’s okay.,0,2106
18367,12115,Ashley," You know,",0,2106
18367,12115,Ashley,this whole time we didn’t actually see this part of the map.,0,2106
18368,12116,Will, Yeah.,0,2106
18369,12117,Ashley," Literarily,",0,2106
18369,12117,Ashley,all of the sessions that we’ve done we have not seen that part of the map.,0,2106
18370,12118,Salah, Mhm.,0,2106
18371,12119,Ashley," But I’m going to ex-nay that because there are literarily ten yellow zones,",0,2106
18371,12119,Ashley,"seven orange zones,",0,2106
18371,12119,Ashley,six red zones.,0,2106
18372,12120,Ashley, That means that the weather there is absolutely horrible.,0,2106
18372,12120,Ashley,"So,",0,2106
18372,12120,Ashley,our meteorology cost would be extremely high.,0,2106
18373,12121,Will, What was it?,0,2106
18373,12121,Will,Forty-five forty-seven?,0,2106
18374,12122,Salah, Forty-five forty-seven.,0,2106
18375,12123,Ashley," So,",0,2106
18375,12123,Ashley,you can relay that to them.,0,2106
18376,12124,Salah, Forty-five forty-seven.,0,2106
18377,12125,Ashley, Can’t do.,0,2106
18378,12126,Vika, No!,0,2106
18379,12127,Ashley," Yeah,",0,2106
18379,12127,Ashley,really.,0,2106
18380,12128,Vika, No!,0,2106
18381,12129,Ashley," Like,",0,2106
18381,12129,Ashley,it’s absolutely…it has…,0,2106
18382,12130,Salah, It’s not good?,0,2106
18383,12131,Ashley, That’s what I’m saying.,0,2106
18383,12131,Ashley,"There is like ten yellow,",0,2106
18383,12131,Ashley,"seven orange,",0,2106
18383,12131,Ashley,six red zones.,0,2106
18383,12131,Ashley,Meteorology cost would be //extremely extremely high.,0,2106
18384,12132,Oleg, //Very dirty.,0,2106
18385,12133,Vika, Forty-five forty-seven?,0,2106
18386,12134,Oleg," Yes,",0,2106
18386,12134,Oleg,forty-five forty-seven.,0,2106
18386,12134,Oleg,//There are too many rocks there.,0,2106
18387,12135,Ashley, //I…I don’t like it there either.,0,2106
18387,12135,Ashley,Why are they all responding to you and no one to me?,0,2106
18388,12136,Oleg," Because you send spam to everyone,",0,2106
18388,12136,Oleg,and they are thinking: “We don’t want to deal with her!”,0,2106
18389,12137,Ashley, Even my own team is not responding.,0,2106
18390,12138,Vika, Nobody wants to talk to you.,0,2106
18391,12139,Oleg, They say: “Ash is so boring”.,0,2106
18391,12139,Oleg,A pain in the neck.,0,2106
18392,12140,Ashley," As always,",0,2106
18392,12140,Ashley,I will say to you – you’ll be missing me after eight months.,0,2106
18393,12141,Oleg," So then,",0,2106
18393,12141,Oleg,to Los Angeles [UI]?,0,2106
18394,12142,Vika, No!,0,2106
18395,12143,Ashley, “Why is it so quiet here?,0,2106
18395,12143,Ashley,"Oh,",0,2106
18395,12143,Ashley,Ashley isn’t here…”,0,2106
18396,12144,Oleg, Yes.,0,2106
18396,12144,Oleg,“Why am I calmly making videos?”,0,2106
18397,12145,Ashley, Because…,0,2106
18398,12146,Oleg, And nobody is trying to get into the frame…,0,2106
18399,12147,Oleg, Are you trying to get on everyone’s nerves?,0,2106
18400,12148,Ashley, What?,0,2106
18401,12149,Oleg, Writing to everyone…,0,2106
18402,12150,Salah, Forty-two seventeen.,0,2106
18403,12151,Ashley, Only my team.,0,2106
18404,12152,Oleg, Hm.,0,2106
18405,12153,Will, Forty-two seventeen?,0,2106
18406,12154,Salah, Yes.,0,2106
18407,12155,Will, Forty-two seventeen.,0,2106
18407,12155,Will,Great.,0,2106
18407,12155,Will,And there is some water there but it’s so low that…,0,2106
18408,12156,Will, Forty-two seventeen.,0,2106
18409,12157,Oleg, Our meteorologists are writing.,0,2106
18409,12157,Oleg,The meteo specialist is writing.,0,2106
18409,12157,Oleg,[SL] She is getting on my nerves.,0,2106
18410,12158,Ashley, He is a materials specialist.,0,2106
18411,12159,Oleg, No.,0,2106
18411,12159,Oleg,Meteorologist.,0,2106
18412,12160,Ashley," Oh,",0,2106
18412,12160,Ashley,meteorologist.,0,2106
18413,12161,Oleg, Martian.,0,2106
18413,12161,Oleg,Martian Meteorology specialist.,0,2106
18414,12162,Ashley," Oh,",0,2106
18414,12162,Ashley,yeah.,0,2106
18415,12163,Vika, [UI] Forty-two seventeen.,0,2106
18416,12164,Salah, Hm.,0,2106
18417,12165,Oleg, Forty-two seven…Forty-two what?,0,2106
18418,12166,Vika, Seventeen.,0,2106
18418,12166,Vika,Why can’t I see it?,0,2106
18419,12167,Oleg, Because it’s to the right.,0,2106
18419,12167,Oleg,Close the chat and you will see it.,0,2106
18420,12168,Vika," Okay,",0,2106
18420,12168,Vika,got it.,0,2106
18421,12169,Salah, We found a new location…to explore.,0,2106
18422,12170,Ashley," It would also be expensive there,",0,2106
18422,12170,Ashley,because the weather there is bad.,0,2106
18423,12171,Oleg," Oh,",0,2106
18423,12171,Oleg,no.,0,2106
18423,12171,Oleg,"Well,",0,2106
18423,12171,Oleg,it’s just there…,0,2106
18424,12172,Vika, Very dirty water.,0,2106
18425,12173,Oleg, Very.,0,2106
18426,12174,Ashley, Yes.,0,2106
18426,12174,Ashley,"Okay,",0,2106
18426,12174,Ashley,no then.,0,2106
18427,12175,Oleg, [SL] Breathe evenly.,0,2106
18428,12176,Ashley," Ah,",0,2106
18428,12176,Ashley,okay.,0,2106
18428,12176,Ashley,"Oh,",0,2106
18428,12176,Ashley,fuck!,0,2106
18428,12176,Ashley,Damn it!,0,2106
18428,12176,Ashley,"//Oh,",0,2106
18428,12176,Ashley,Shit!,0,2106
18428,12176,Ashley,Damn it!,0,2106
18429,12177,Salah, //[UI],0,2106
18430,12178,Ashley, Ah!,0,2106
18431,12179,Vika, What happened?,0,2106
18432,12180,Salah, She closed.,0,2106
18433,12181,Vika," Oh,",0,2106
18433,12181,Vika,my goodness!,0,2106
18433,12181,Vika,Again?,0,2106
18434,12182,Ashley, Oh!,0,2106
18435,12183,Oleg, You will break your eye now.,0,2106
18436,12184,Ashley," Sorry,",0,2106
18436,12184,Ashley,Project RED.,0,2106
18436,12184,Ashley,You get two parts to the thing now.,0,2106
18437,12185,Salah, Pretty bad for me [UI],0,2106
18438,12186,Oleg, If we had Google now.,0,2106
18438,12186,Oleg,We’d say: “Where is there water on Mars?”,0,2106
18439,12187,Vika," Yes,",0,2106
18439,12187,Vika,"it’s very slow,",0,2106
18439,12187,Vika,so very slow.,0,2106
18440,12188,Oleg, Well?,0,2106
18440,12188,Oleg,Any other points to look at?,0,2106
18441,12189,Oleg, I have water that can be purified in every point.,0,2106
18441,12189,Oleg,"However,",0,2106
18441,12189,Oleg,is it a puddle or the sea?,0,2106
18441,12189,Oleg,A sea or an ocean?,0,2106
18441,12189,Oleg,It’s not clear.,0,2106
18441,12189,Oleg,…What’s the matter?,0,2106
18442,12190,Ashley, I’ll keep it here.,0,2106
18442,12190,Ashley,Okay…,0,2106
18443,12191,Oleg," So,",0,2106
18443,12191,Oleg,do we have any clue what coordinate it is that they want?,0,2106
18443,12191,Oleg,…This project is probably //designed…,0,2106
18444,12192,Salah, Hm?,0,2106
18445,12193,Ashley, My team is…,0,2106
18446,12194,Ashley," Usually they talk to me a lot,",0,2106
18446,12194,Ashley,but today…,0,2106
18447,12195,Oleg, They can’t recover after Christmas.,0,2106
18448,12196,Ashley," Yes,",0,2106
18448,12196,Ashley,they are...,0,2106
18448,12196,Ashley,But I wouldn’t want to do it this week either.,0,2106
18449,12197,Will, Beep-boop.,0,2106
18449,12197,Will,…[SL] Do you still have the points?,0,2106
18450,12198,Vika, Hm?,0,2106
18451,12199,Will, Okay.,0,2106
18451,12199,Will,Cool.,0,2106
18452,12200,Ashley, Alright.,0,2106
18452,12200,Ashley,Let’s see what else there is.,0,2106
18453,12201,Vika, What?,0,2106
18453,12201,Vika,What do you say?,0,2106
18454,12202,Will," Okay,",0,2106
18454,12202,Will,"okay,",0,2106
18454,12202,Will,okay.,0,2106
18454,12202,Will,“[UI]”,0,2106
18455,12203,Oleg," According to the ideology,",0,2106
18455,12203,Oleg,how many thousands of people should survive?,0,2106
18456,12204,Salah, They are saying: “All the good spots seem to be in the upper right corner of the grid”,0,2106
18457,12205,Ashley, Not for me.,0,2106
18458,12206,Salah, Hm.,0,2106
18459,12207,Vika, Oh.,0,2106
18460,12208,Oleg, There’s fifty…,0,2106
18461,12209,Oleg, Fifty-one.,0,2106
18461,12209,Oleg,It’s just great.,0,2106
18462,12210,Vika, Did you write to drilling?,0,2106
18463,12211,Will, I will.,0,2106
18464,12212,Oleg, What?,0,2106
18465,12213,Salah, Fifty?,0,2106
18466,12214,Oleg," Yes,",0,2106
18466,12214,Oleg,fifty zero one.,0,2106
18467,12215,Ashley," So,",0,2106
18467,12215,Ashley,water yield for Project RED should be anywhere from ten thousand to fifty thousand a day.,0,2106
18467,12215,Ashley,Okay.,0,2106
18468,12216,Vika," One more time,",0,2106
18468,12216,Vika,please.,0,2106
18468,12216,Vika,Fifty…,0,2106
18469,12217,Oleg, Fifty zero one.,0,2106
18470,12218,Ashley, Usability…,0,2106
18471,12219,Vika, Oh.,0,2106
18472,12220,Ashley, Accessibility ranges from zero to ten thousand.,0,2106
18473,12221,Oleg," Here,",0,2106
18473,12221,Oleg,"on the plain,",0,2106
18473,12221,Oleg,it is generally rocky.,0,2106
18474,12222,Ashley," My team,",0,2106
18474,12222,Ashley,"apparently,",0,2106
18474,12222,Ashley,says that all three of initial options that we gave were shut down for various reasons.,0,2106
18474,12222,Ashley,Do we have any other suggestions?,0,2106
18475,12223,Oleg," Will,",0,2106
18475,12223,Oleg,"for you,",0,2106
18475,12223,Oleg,"the extreme one,",0,2106
18475,12223,Oleg,which one is good?,0,2106
18475,12223,Oleg,"Let’s accept it,",0,2106
18475,12223,Oleg,and that’s it.,0,2106
18476,12224,Will, Let’s…,0,2106
18477,12225,Vika, Ten thirty and seven eleven.,0,2106
18478,12226,Ashley," No,",0,2106
18478,12226,Ashley,my…,0,2106
18479,12227,Will, Ten thirty //and seven eleven.,0,2106
18479,12227,Will,"I have how much…So,",0,2106
18479,12227,Will,what do we have here?,0,2106
18480,12228,Ashley," //My team…my team responded to say that seven eleven,",0,2106
18480,12228,Ashley,ten thirty and nineteen twenty-nine,0,2106
18481,12229,Ashley, are not good for them.,0,2106
18481,12229,Ashley,For many reasons.,0,2106
18481,12229,Ashley,"They are asking us,",0,2106
18481,12229,Ashley,//are there any other suggestions.,0,2106
18482,12230,Will, //Nineteen twenty-nine?,0,2106
18483,12231,Oleg, Nineteen twenty-nine?,0,2106
18484,12232,Ashley," They told me no to that one,",0,2106
18484,12232,Ashley,too.,0,2106
18485,12233,Will, Nineteen twenty-nine?,0,2106
18486,12234,Ashley," Yeah,",0,2106
18486,12234,Ashley,"they said,",0,2106
18486,12234,Ashley,all three of them have been shot down for various reasons.,0,2106
18487,12235,Will, Okay.,0,2106
18487,12235,Will,How about…,0,2106
18488,12236,Ashley, What did you think //again about…,0,2106
18489,12237,Will, //thirty-nine forty-one.,0,2106
18490,12238,Ashley, Thirty-nine forty-one?,0,2106
18490,12238,Ashley,Let’s see.,0,2106
18491,12239,Salah, Thirty-nine…,0,2106
18492,12240,Oleg, What do you have?,0,2106
18493,12241,Ashley, No.,0,2106
18494,12242,Will, No?,0,2106
18495,12243,Ashley, It would be really high in meteorology costs.,0,2106
18495,12243,Ashley,"It’s a lot of yellow,",0,2106
18495,12243,Ashley,orange and red zones.,0,2106
18496,12244,Oleg, Thirty-nine forty-one?,0,2106
18497,12245,Ashley," Yes,",0,2106
18497,12245,Ashley,but//it won’t work at all.,0,2106
18498,12246,Vika," //What other option did we have,",0,2106
18498,12246,Vika,guys?,0,2106
18499,12247,Ashley," Earlier,",0,2106
18499,12247,Ashley,we talked a bit about thirty-three eighteen.,0,2106
18500,12248,Salah, Hm.,0,2106
18501,12249,Will, What about fourteen six?,0,2106
18502,12250,Ashley, Fourteen six?,0,2106
18503,12251,Will, Yeah.,0,2106
18504,12252,Ashley, Fourteen six.,0,2106
18505,12253,Salah, Doesn’t work for me.,0,2106
18506,12254,Ashley, It’s not bad for me.,0,2106
18507,12255,Salah, It’s bad.,0,2106
18508,12256,Vika, Thirty-three eighteen?,0,2106
18509,12257,Salah, Fourteen six.,0,2106
18510,12258,Will, Fourteen six.,0,2106
18511,12259,Salah, Check twenty-three twenty-three.,0,2106
18512,12260,Will, Okay.,0,2106
18513,12261,Ashley, Twenty-three twenty-three.,0,2106
18513,12261,Ashley,…It’s not bad.,0,2106
18514,12262,Will, No water.,0,2106
18515,12263,Ashley, Oh.,0,2106
18515,12263,Ashley,…What did you guys say about thirteen thirty-eight?,0,2106
18516,12264,Will, Let me see here.,0,2106
18517,12265,Ashley, It’s the one we talked about previously.,0,2106
18518,12266,Will, Thirteen thirty-eight.,0,2106
18518,12266,Will,Thirteen thirty-eight.,0,2106
18518,12266,Will,It’s not a lot of water but it works.,0,2106
18519,12267,Ashley, What did you all think //about thirteen thirty-eight?,0,2106
18520,12268,Vika, //Which point?,0,2106
18521,12269,Ashley," We already talked about it,",0,2106
18521,12269,Ashley,but…,0,2106
18522,12270,Oleg, No.,0,2106
18522,12270,Oleg,No.,0,2106
18522,12270,Oleg,Thirteen thirty-eight… Thirteen thirty-eight?,0,2106
18523,12271,Ashley, Mhm.,0,2106
18523,12271,Ashley,What about you?,0,2106
18524,12272,Salah, Which one?,0,2106
18525,12273,Vika, It’s okay.,0,2106
18526,12274,Ashley, Thirteen thirty-eight.,0,2106
18526,12274,Ashley,"It’s,",0,2106
18526,12274,Ashley,"like,",0,2106
18526,12274,Ashley,one that I can work with.,0,2106
18526,12274,Ashley,"It’s not the best for me,",0,2106
18526,12274,Ashley,but…,0,2106
18527,12275,Oleg, It’ll do.,0,2106
18528,12276,Ashley, It’ll do?,0,2106
18529,12277,Vika," Yeah,",0,2106
18529,12277,Vika,it’s okay.,0,2106
18530,12278,Ashley, And Will said there is some water there.,0,2106
18530,12278,Ashley,What do you think?,0,2106
18531,12279,Ashley, Cause they are asking for other suggestions.,0,2106
18531,12279,Ashley,"So,",0,2106
18531,12279,Ashley,"I thought,",0,2106
18531,12279,Ashley,maybe we can suggest that.,0,2106
18532,12280,Salah, [UI].,0,2106
18532,12280,Salah,Okay.,0,2106
18533,12281,Ashley, You can just type in.,0,2106
18533,12281,Ashley,Yeah.,0,2106
18534,12282,Will, Thirteen thirty-eight.,0,2106
18534,12282,Will,"We already went over it,",0,2106
18534,12282,Will,right?,0,2106
18535,12283,Ashley," So,",0,2106
18535,12283,Ashley,what do you think?,0,2106
18535,12283,Ashley,Should I suggest that one?,0,2106
18536,12284,Will, Which one?,0,2106
18537,12285,Ashley, Thirteen thirty-eight.,0,2106
18537,12285,Ashley,Should I suggest that to them?,0,2106
18538,12286,Will," I mean,",0,2106
18538,12286,Will,I’ve suggested it to my people.,0,2106
18539,12287,Ashley," Oh,",0,2106
18539,12287,Ashley,okay.,0,2106
18540,12288,Will," So,",0,2106
18540,12288,Will,"I mean,",0,2106
18540,12288,Will,I’ve given them some options.,0,2106
18541,12289,Oleg," Well,",0,2106
18541,12289,Oleg,what?,0,2106
18542,12290,Ashley, I suggest that they also look at,0,2106
18543,12291,Ashley, thirteen thirty-eight.,0,2106
18543,12291,Ashley,Oops.,0,2106
18544,12292,Salah, Twenty-four thirty-five.,0,2106
18545,12293,Will, Twenty-four thirty-five – no water.,0,2106
18546,12294,Salah, Okay.,0,2106
18546,12294,Salah,They gave me three points.,0,2106
18546,12294,Salah,It’s okay with them.,0,2106
18546,12294,Salah,"Forty-five forty-seven,",0,2106
18546,12294,Salah,"forty-five forty-five,",0,2106
18546,12294,Salah,forty-five forty-one.,0,2106
18547,12295,Will, Which ones?,0,2106
18548,12296,Salah, Forty-five forty-seven.,0,2106
18548,12296,Salah,This one we checked.,0,2106
18548,12296,Salah,We already said…,0,2106
18549,12297,Ashley," We said,",0,2106
18549,12297,Ashley,no.,0,2106
18550,12298,Will, //Forty-five…it’s okay…,0,2106
18551,12299,Salah, //Forty-five forty-five,0,2106
18552,12300,Will, Forty-five forty-five.,0,2106
18552,12300,Will,I haven’t checked that one.,0,2106
18553,12301,Ashley," My team got back to me with a couple,",0,2106
18553,12301,Ashley,too.,0,2106
18554,12302,Will, Forty-five forty-five.,0,2106
18555,12303,Ashley, No!,0,2106
18556,12304,Vika, No!,0,2106
18557,12305,Ashley:,  Forty-five forty-five – no!,0,2106
18558,12306,Vika, no.,0,2106
18559,12307,Will, There is no water.,0,2106
18560,12308,Salah, Okay.,0,2106
18560,12308,Salah,Forty-five forty-one.,0,2106
18561,12309,Will, okay…Forty-five…let me check.,0,2106
18562,12310,Vika, It’s better.,0,2106
18563,12311,Will, Forty-five forty-one.,0,2106
18564,12312,Ashley," Also,",0,2106
18564,12312,Ashley,no.,0,2106
18564,12312,Ashley,Would not be great.,0,2106
18564,12312,Ashley,It’s like…,0,2106
18565,12313,Vika, Okay.,0,2106
18565,12313,Vika,And the last point?,0,2106
18566,12314,Will, There is a decent amount of water there.,0,2106
18566,12314,Will,Hold on.,0,2106
18567,12315,Ashley," I mean,",0,2106
18567,12315,Ashley,"if there is a lot of water then I’ll just //up the costs for the meteorology,",0,2106
18567,12315,Ashley,but…,0,2106
18568,12316,Will, //Let me…let me…let me…//Let me tun some calculations.,0,2106
18569,12317,Vika," //Salah,",0,2106
18569,12317,Vika,and the last point is?,0,2106
18570,12318,Salah, Which one you researched?,0,2106
18571,12319,Vika," Forty-five forty-five,",0,2106
18571,12319,Vika,forty-five forty-one.,0,2106
18572,12320,Salah, The first one we already checked before – forty-five forty-seven.,0,2106
18573,12321,Vika, The last one.,0,2106
18574,12322,Salah, Yeah.,0,2106
18574,12322,Salah,Forty-five forty-seven.,0,2106
18575,12323,Vika, Forty-seven.,0,2106
18576,12324,Salah, We’ve checked before.,0,2106
18577,12325,Ashley, My team is also giving me two,0,2106
18578,12326,Ashley, positions.,0,2106
18578,12326,Ashley,They give twenty-nine…twenty-four…Twenty-four thirty-five.,0,2106
18579,12327,Oleg, //Twenty-four thirty-five.,0,2106
18580,12328,Will, //Twenty-four…,0,2106
18581,12329,Salah," [UI] is saying,",0,2106
18581,12329,Salah,twenty-four thirty-five.,0,2106
18581,12329,Salah,//drilling specialist.,0,2106
18582,12330,Ashley, //Yeah.,0,2106
18582,12330,Ashley,That’s what I said.,0,2106
18582,12330,Ashley,It’s not bad for me.,0,2106
18583,12331,Will, Twenty-four thirty-five – there is no water.,0,2106
18584,12332,Ashley, Oh.,0,2106
18585,12333,Will, What was the other one?,0,2106
18586,12334,Ashley, The other one is twenty-five thirty-six.,0,2106
18587,12335,Oleg, Oh.,0,2106
18588,12336,Oleg," Well,",0,2106
18588,12336,Oleg,so.,0,2106
18589,12337,Will, No water.,0,2106
18590,12338,Oleg, Average.,0,2106
18591,12339,Ashley, Okay.,0,2106
18591,12339,Ashley,Either of those…,0,2106
18592,12340,Oleg, What is the other one that you have?,0,2106
18592,12340,Oleg,The second one?,0,2106
18593,12341,Ashley," Well,",0,2106
18593,12341,Ashley,"William has already checked that point and said that there’s no water,",0,2106
18593,12341,Ashley,so.,0,2106
18594,12342,Oleg, It’s already been an hour.,0,2106
18595,12343,Ashley, [UI],0,2106
18596,12344,Will, Twenty-four thirty-five.,0,2106
18596,12344,Will,"Did I …yeah,",0,2106
18596,12344,Will,I did.,0,2106
18597,12345,Ashley, Yeah.,0,2106
18597,12345,Ashley,You checked that one and said there is no water.,0,2106
18597,12345,Ashley,"I’d say,",0,2106
18597,12345,Ashley,thirteen thirty-eight looks pretty good if they would get back to us about that.,0,2106
18598,12346,Vika, It’s okay.,0,2106
18599,12347,Ashley, Yeah.,0,2106
18600,12348,Oleg, Which one did you say?,0,2106
18601,12349,Ashley, Thirteen thirty-eight.,0,2106
18602,12350,Oleg, We already had thirteen thirty-eight.,0,2106
18603,12351,Vika, Mhm.,0,2106
18604,12352,Ashley, Yes.,0,2106
18604,12352,Ashley,//We were just checking.,0,2106
18605,12353,Vika, //We’ve already checked that.,0,2106
18606,12354,Salah," I think,",0,2106
18606,12354,Salah,all of those points are //[UI],0,2106
18607,12355,Ashley, // I think we need to go with that one.,0,2106
18608,12356,Oleg," Well,",0,2106
18608,12356,Oleg,so so – average.,0,2106
18609,12357,Salah, Materials specialist.,0,2106
18610,12358,Ashley," Not the best for me,",0,2106
18610,12358,Ashley,but it would work.,0,2106
18611,12359,Oleg," Well,",0,2106
18611,12359,Oleg,"if yes,",0,2106
18611,12359,Oleg,then…,0,2106
18612,12360,Ashley, Mhm.,0,2106
18613,12361,Oleg," So,",0,2106
18613,12361,Oleg,that means…Sent from the third step.,0,2106
18614,12362,Oleg, Wow.,0,2106
18614,12362,Oleg,I have it.,0,2106
18614,12362,Oleg,Fifty…,0,2106
18615,12363,Salah, What did they say?,0,2106
18615,12363,Salah,"When you make the [UI] round to them regarding the…last [UI] they said,",0,2106
18615,12363,Salah,no coffee and no chocolate after eight.,0,2106
18616,12364,Ashley," Yeah,",0,2106
18616,12364,Ashley,but I…That’s because they were looking at different instructions.,0,2106
18616,12364,Ashley,But with the SonoTouch we can’t have it after twelve.,0,2106
18616,12364,Ashley,With the devices that they put on us.,0,2106
18617,12365,Salah, Hm.,0,2106
18618,12366,Vika, But we can pretend that you didn’t hear that.,0,2106
18619,12367,Ashley," No,",0,2106
18619,12367,Ashley,"no,",0,2106
18619,12367,Ashley,no.,0,2106
18619,12367,Ashley,You heard it.,0,2106
18619,12367,Ashley,You heard it from me.,0,2106
18620,12368,Salah, There is no document.,0,2106
