,Unnamed: 0,content,recipient,sender,sentOnBehalfOf,session,block
1220,794,"152526.15 Available,",con1,geo3,geo3,2106,1.0
1220,794,"?28,979.9685?",con1,geo3,geo3,2106,1.0
1220,794,After loss,con1,geo3,geo3,2106,1.0
1221,795,Sedimentologist: Here's the full list of what we've got going,teamGeo,teamGeo,geo3,2106,1.0
1222,796,Sedimentologist: Gonna blow up your chat real quick,teamGeo,teamGeo,geo3,2106,1.0
1223,797,"Sedimentologist: (05,",teamGeo,teamGeo,geo3,2106,1.0
1223,797,"03) - (--+) OK,",teamGeo,teamGeo,geo3,2106,1.0
1223,797,"281476.14 Available,",teamGeo,teamGeo,geo3,2106,1.0
1223,797,"?33,777.1368?",teamGeo,teamGeo,geo3,2106,1.0
1223,797,After loss,teamGeo,teamGeo,geo3,2106,1.0
1224,798,"Sedimentologist: (07,",teamGeo,teamGeo,geo3,2106,1.0
1224,798,"11) - (+++) OK,",teamGeo,teamGeo,geo3,2106,1.0
1224,798,"221352.1 Available,",teamGeo,teamGeo,geo3,2106,1.0
1224,798,"?115,103.092?",teamGeo,teamGeo,geo3,2106,1.0
1224,798,After loss,teamGeo,teamGeo,geo3,2106,1.0
1225,799,"Did 39,",geo3,con2,con2,2106,1.0
1225,799,41 work for y'all,geo3,con2,con2,2106,1.0
1226,800,"Sedimentologist: (10,",teamGeo,teamGeo,geo3,2106,1.0
1226,800,"30) - (-++) OK,",teamGeo,teamGeo,geo3,2106,1.0
1226,800,"104140 Available,",teamGeo,teamGeo,geo3,2106,1.0
1226,800,"?60,401.2?",teamGeo,teamGeo,geo3,2106,1.0
1226,800,After loss,teamGeo,teamGeo,geo3,2106,1.0
1227,801,"Sedimentologist: (13,",teamGeo,teamGeo,geo3,2106,1.0
1227,801,"38) - (---) OK,",teamGeo,teamGeo,geo3,2106,1.0
1227,801,"81850.5 Available,",teamGeo,teamGeo,geo3,2106,1.0
1227,801,"?28,647.675?",teamGeo,teamGeo,geo3,2106,1.0
1227,801,After loss,teamGeo,teamGeo,geo3,2106,1.0
1228,802,"Sedimentologist: (14,",teamGeo,teamGeo,geo3,2106,1.0
1228,802,"06) - (--+) OK,",teamGeo,teamGeo,geo3,2106,1.0
1228,802,"229482.96 Available,",teamGeo,teamGeo,geo3,2106,1.0
1228,802,"?45,896.592?",teamGeo,teamGeo,geo3,2106,1.0
1228,802,After loss,teamGeo,teamGeo,geo3,2106,1.0
1229,803,"Sedimentologist: (15,",teamGeo,teamGeo,geo3,2106,1.0
1229,803,"17) - (---) OK,",teamGeo,teamGeo,geo3,2106,1.0
1229,803,"30467.05 Available,",teamGeo,teamGeo,geo3,2106,1.0
1229,803,"?11,882.1495?",teamGeo,teamGeo,geo3,2106,1.0
1229,803,After loss,teamGeo,teamGeo,geo3,2106,1.0
1230,804,"Sedimentologist: (19,",teamGeo,teamGeo,geo3,2106,1.0
1230,804,"29) - (+++) OK,",teamGeo,teamGeo,geo3,2106,1.0
1230,804,"306661.37 Available,",teamGeo,teamGeo,geo3,2106,1.0
1230,804,"?104,264.8658?",teamGeo,teamGeo,geo3,2106,1.0
1230,804,After loss,teamGeo,teamGeo,geo3,2106,1.0
1231,805,"Sedimentologist: (28,",teamGeo,teamGeo,geo3,2106,1.0
1231,805,"24) - (--+) OK,",teamGeo,teamGeo,geo3,2106,1.0
1231,805,"67645.7 Available,",teamGeo,teamGeo,geo3,2106,1.0
1231,805,"?31,117.022?",teamGeo,teamGeo,geo3,2106,1.0
1231,805,After loss,teamGeo,teamGeo,geo3,2106,1.0
1232,806,"Sedimentologist: (29,",teamGeo,teamGeo,geo3,2106,1.0
1232,806,"18) - (--+) OK,",teamGeo,teamGeo,geo3,2106,1.0
1232,806,"144983.32 Available,",teamGeo,teamGeo,geo3,2106,1.0
1232,806,"?24,647.1644?",teamGeo,teamGeo,geo3,2106,1.0
1232,806,After loss,teamGeo,teamGeo,geo3,2106,1.0
1233,807,"Sedimentologist: (37,",teamGeo,teamGeo,geo3,2106,1.0
1233,807,"35) - (---) OK,",teamGeo,teamGeo,geo3,2106,1.0
1233,807,"69740.49 Available,",teamGeo,teamGeo,geo3,2106,1.0
1233,807,"?25,106.5764?",teamGeo,teamGeo,geo3,2106,1.0
1233,807,After loss,teamGeo,teamGeo,geo3,2106,1.0
1234,808,"Sedimentologist: (39,",teamGeo,teamGeo,geo3,2106,1.0
1234,808,"41) - (---) OK,",teamGeo,teamGeo,geo3,2106,1.0
1234,808,"77047.51 Available,",teamGeo,teamGeo,geo3,2106,1.0
1234,808,"?51,621.8317?",teamGeo,teamGeo,geo3,2106,1.0
1234,808,After loss,teamGeo,teamGeo,geo3,2106,1.0
1235,809,"Sedimentologist: (42,",teamGeo,teamGeo,geo3,2106,1.0
1235,809,"17) - (---) OK,",teamGeo,teamGeo,geo3,2106,1.0
1235,809,"81356.78 Available,",teamGeo,teamGeo,geo3,2106,1.0
1235,809,"?23,593.4662?",teamGeo,teamGeo,geo3,2106,1.0
1235,809,After loss,teamGeo,teamGeo,geo3,2106,1.0
1236,810,"Sedimentologist: (45,",teamGeo,teamGeo,geo3,2106,1.0
1236,810,"41) - (-++) OK,",teamGeo,teamGeo,geo3,2106,1.0
1236,810,"218912.05 Available,",teamGeo,teamGeo,geo3,2106,1.0
1236,810,"?87,564.82?",teamGeo,teamGeo,geo3,2106,1.0
1236,810,After loss,teamGeo,teamGeo,geo3,2106,1.0
1237,811,"Sedimentologist: (45,",teamGeo,teamGeo,geo3,2106,1.0
1237,811,"47) - (---) OK,",teamGeo,teamGeo,geo3,2106,1.0
1237,811,"152526.15 Available,",teamGeo,teamGeo,geo3,2106,1.0
1237,811,"?28,979.9685?",teamGeo,teamGeo,geo3,2106,1.0
1237,811,After loss,teamGeo,teamGeo,geo3,2106,1.0
1238,812,Hey 13.38 What do you think?\n,eng3,geo1,geo1,2106,1.0
1239,813,Martian Meteorology Specialist: Sedimentologist here says there is no water there.,teamEng,teamvc,vc1,2106,2.0
1239,813," (13,38) is looking like a good option.",teamEng,teamvc,vc1,2106,2.0
1239,813," I told my team about that one,",teamEng,teamvc,vc1,2106,2.0
1239,813,too.,teamEng,teamvc,vc1,2106,2.0
1239,813, Have you all discussed that point?,teamEng,teamvc,vc1,2106,2.0
1240,814,"Materials Specialist: what do you think on 13,38 ??",teamConstr,teamConstr,con3,2106,2.0
1241,815,"Martian Terrain Specialist: We have 1 minute,",teamvc,teamvc,vc2,2106,2.0
1241,815,"so we're going with 24,35",teamvc,teamvc,vc2,2106,2.0
1242,816,heeeey youuuuu,geo3,geo1,geo1,2106,2.0
1243,817,whats your name?\n,geo3,geo1,geo1,2106,2.0
1244,818,16:28 we're waitin' for that good news train.,con1,geo3,geo3,2106,2.0
1244,818,Whatcha got?,con1,geo3,geo3,2106,2.0
1245,819,"We are going with 24,",geo3,con2,con2,2106,2.0
1245,819,35 for signoff,geo3,con2,con2,2106,2.0
1246,820,We have a no from the meteorologist and hydrologist.,con2,geo3,geo3,2106,2.0
1246,820,"I mean,",con2,geo3,geo3,2106,2.0
1246,820,ya boi the sedimentologist is on board but they're not budging.,con2,geo3,geo3,2106,2.0
1247,821,"Drilling Specialist: We are doing 24,35 and need it to go into signoff",teamGeo,teamConstr,con2,2106,2.0
1248,822,Biochemical Engineer: ok\n,teamEng,teamEng,eng1,2106,2.0
1249,823,"Martian Meteorology Specialist: Ok...but there's no water there according to the sedimentologist,",teamvc,teamvc,vc1,2106,2.0
1249,823,sooooo not sure why we went with that.,teamvc,teamvc,vc1,2106,2.0
1249,823,\n,teamvc,teamvc,vc1,2106,2.0
1250,824,"I mean,",con2,geo3,geo3,2106,2.0
1250,824,"there's no water at 24,",con2,geo3,geo3,2106,2.0
1250,824,"35 but aight,",con2,geo3,geo3,2106,2.0
1250,824,we'll make it happen I guess,con2,geo3,geo3,2106,2.0
1251,825,"Sedimentologist: I mean,",teamGeo,teamGeo,geo3,2106,2.0
1251,825,"there's no water at 24,",teamGeo,teamGeo,geo3,2106,2.0
1251,825,"35 but aight,",teamGeo,teamGeo,geo3,2106,2.0
1251,825,we'll make it happen I guess,teamGeo,teamGeo,geo3,2106,2.0
1252,826,"I mean,",con1,geo3,geo3,2106,2.0
1252,826,"there's no water at 24,",con1,geo3,geo3,2106,2.0
1252,826,"35 but aight,",con1,geo3,geo3,2106,2.0
1252,826,we'll make it happen I guess,con1,geo3,geo3,2106,2.0
1253,827,Martian Meteorology Specialist: It's also 3 km in depth according to our materials specialist...very very deep,teamvc,teamvc,vc1,2106,2.0
1254,828,Operations Specialist: not ideal\n,teamConstr,teamConstr,con1,2106,2.0
1255,829,"Materials Specialist: 24,35 ..",teamConstr,teamConstr,con3,2106,2.0
1255,829,it's really bad for us,teamConstr,teamConstr,con3,2106,2.0
1256,830,"hey we're trying to go with 24,",con1,eng3,eng3,2106,2.0
1256,830,35.,con1,eng3,eng3,2106,2.0
1256,830,Do you want to put those details in?,con1,eng3,eng3,2106,2.0
1257,831,"So then 13,38 for signoff",geo3,con2,con2,2106,2.0
1258,832,Materials Specialist: there is no water ..,teamConstr,teamConstr,con3,2106,2.0
1258,832,"on the 24,35 !",teamConstr,teamConstr,con3,2106,2.0
1259,833,Hydrogeologist: That point doesnt work for us ,teamConstr,teamGeo,geo1,2106,2.0
1260,834,Are y'all able to get the point into the system?,con2,geo3,geo3,2106,2.0
1260,834,We can't see it in the signoff just yet.,con2,geo3,geo3,2106,2.0
1261,835,Sedimentologist: Are y'all able to get the point into the system?,teamGeo,teamGeo,geo3,2106,2.0
1261,835,We can't see it in the signoff just yet.,teamGeo,teamGeo,geo3,2106,2.0
1262,836,Are y'all able to get the point into the system?,con1,geo3,geo3,2106,2.0
1262,836,We can't see it in the signoff just yet.,con1,geo3,geo3,2106,2.0
1263,837,"Sedimentologist: Y'all are all in college,",teamGeo,teamGeo,geo3,2106,2.0
1263,837,right?,teamGeo,teamGeo,geo3,2106,2.0
1263,837,Is this like part of a class?,teamGeo,teamGeo,geo3,2106,2.0
1263,837,Or is this something else?,teamGeo,teamGeo,geo3,2106,2.0
1264,838,"Drilling Specialist: We can make 13,",teamConstr,teamConstr,con2,2106,2.0
1264,838,38 work,teamConstr,teamConstr,con2,2106,2.0
1265,839,"Operations Specialist: ok we're going with 13,38 now\n",teamConstr,teamConstr,con1,2106,2.0
1266,840,yep theyre in,eng3,con1,con1,2106,2.0
1267,841,Sedimentologist: Big up to y'all's team from the SIRIUS crew either way.,teamGeo,teamGeo,geo3,2106,2.0
1267,841,Y'all are killin' it.,teamGeo,teamGeo,geo3,2106,2.0
1268,842,"Hey,",con1,geo3,geo3,2106,2.0
1268,842,big up to y'all from the SIRIUS crew.,con1,geo3,geo3,2106,2.0
1268,842,Y'all are killin' it!,con1,geo3,geo3,2106,2.0
1269,843,"Drilling Specialist: 13,38 for signoff\n",teamGeo,teamConstr,con2,2106,2.0
1270,844,YEAAAAAAAAH BOIIIIIIIIIIIIIIIIIIII,con2,geo3,geo3,2106,2.0
1271,845,"Martian Terrain Specialist: ok then we are going with 13,38",teamvc,teamvc,vc2,2106,2.0
1272,846,"Materials Specialist: 13,38 and signoff",teamConstr,teamConstr,con3,2106,2.0
1273,847,Sedimentologist: YEAH BOIIIIIIIIIIIIIII,teamGeo,teamGeo,geo3,2106,2.0
1274,848,We thought anyone on the geology team could put the point in,geo3,con2,con2,2106,2.0
1275,849,"yeah we're having issues right now but we're going with 13,38",geo3,con1,con1,2106,2.0
1276,850,Structural Geologist: you should input the location as I cannot due to my technical issues\n,teamGeo,teamGeo,geo2,2106,2.0
1277,851,"Ok,",con1,geo3,geo3,2106,2.0
1277,851,"who has to get it into the X,",con1,geo3,geo3,2106,2.0
1277,851,Y Cell?,con1,geo3,geo3,2106,2.0
1278,852,Structural Geologist: and yes!,teamGeo,teamGeo,geo2,2106,2.0
1278,852,"we are all in college,",teamGeo,teamGeo,geo2,2106,2.0
1278,852,we just kinda said we would be interested in this and then got chosen to be a part of the project,teamGeo,teamGeo,geo2,2106,2.0
1279,853,Structural Geologist: yea you guys need to drag and drop a location from your calculations tab into the signoff sheet,teamGeo,teamGeo,geo2,2106,2.0
1280,854,We're trying but it doesn't look like we can.,con2,geo3,geo3,2106,2.0
1280,854,We've never done it before.,con2,geo3,geo3,2106,2.0
1280,854,Didn't even think we had the option.,con2,geo3,geo3,2106,2.0
1281,855,We always thought that @strucgeo handled that business,con2,geo3,geo3,2106,2.0
1282,856,Highly elite.,con1,geo3,geo3,2106,2.0
1282,856,It looks like @structgeo is having trouble,con1,geo3,geo3,2106,2.0
1283,857,"Sedimentologist: Yo,",teamGeo,teamGeo,geo3,2106,2.0
1283,857,I don't think we have that ability.,teamGeo,teamGeo,geo3,2106,2.0
1283,857,I think it's only you.,teamGeo,teamGeo,geo3,2106,2.0
1284,858,Sedimentologist: We've never been able to alter the Map Cell section.,teamGeo,teamGeo,geo3,2106,2.0
1285,859,Sedimentologist: Highly elite.\n,teamGeo,teamGeo,geo3,2106,2.0
1286,860,someone on the geology team i think?,geo3,con1,con1,2106,2.0
1287,861,"You have to drag whatever calculation you have for 13,38 from the calculations section onto signoff",geo3,con2,con2,2106,2.0
1288,862,"Sedimentologist: Ok,",teamGeo,teamGeo,geo3,2106,2.0
1288,862,uno momento\n,teamGeo,teamGeo,geo3,2106,2.0
1289,863,Sedimentologist: You are an absolute KING,teamGeo,teamGeo,geo3,2106,2.0
1290,864,Sedimentologist: LETSGOOOOOO\n,teamGeo,teamGeo,geo3,2106,2.0
1291,865,LETSGOOOOOOOO,con1,geo3,geo3,2106,2.0
1292,866,LETSGOOOOOO,con2,geo3,geo3,2106,2.0
1293,867,Sedimentologist: Y'all did a great job today!,teamGeo,teamGeo,geo3,2106,2.0
1293,867,Please pass on our thanks to your team.,teamGeo,teamGeo,geo3,2106,2.0
1293,867,Y'all are really amazing and doing great work!,teamGeo,teamGeo,geo3,2106,2.0
1293,867,Thank you for working with us!,teamGeo,teamGeo,geo3,2106,2.0
1294,868,Y'all did a great job today!,con1,geo3,geo3,2106,2.0
1294,868,Thank you for working with us!,con1,geo3,geo3,2106,2.0
1294,868,Please pass on our thanks to the earthside team!,con1,geo3,geo3,2106,2.0
1295,869,Y'all did a great job today!,con2,geo3,geo3,2106,2.0
1295,869,Thank you!,con2,geo3,geo3,2106,2.0
1295,869,Looking forward to hearing about how y'all work with a real Mars team drilling for water in about 10-15 years!,con2,geo3,geo3,2106,2.0
1296,870,Where the maintenance peeps at?,con1,geo3,geo3,2106,2.0
1297,871,Sedimentologist: Where maintenance at tho?,teamGeo,teamGeo,geo3,2106,2.0
1298,872,Martian Meteorology Specialist: @maintenance specialist - we are waiting for you to sign off :)\n,teamvc,teamvc,vc1,2106,2.0
1299,873,We are waiting for you ..,vc3,con3,con3,2106,2.0
1299,873,can you signoff ?,vc3,con3,con3,2106,2.0
1300,874,Martian Terrain Specialist: Awesome!,teamvc,teamvc,vc2,2106,2.0
1300,874,Looks like we're moving on to the relay task.,teamvc,teamvc,vc2,2106,2.0
1301,875,Structural Geologist: we currently aren't able to get the maintenance specialist to signoff on their numbers so we are screenshotting the data right now so that they can be input later manually by someone else.,teamGeo,teamGeo,geo2,2106,2.0
1301,875,Soooo we are moving onto the relay messaging project now!,teamGeo,teamGeo,geo2,2106,2.0
1302,876,Drilling Specialist: We are just going to move on to the survey since signoff can't be completed,teamGeo,teamConstr,con2,2106,2.0
1303,877,"Sedimentologist: Awesome,",teamGeo,teamGeo,geo3,2106,2.0
1303,877,we'll see y'all there!,teamGeo,teamGeo,geo3,2106,2.0
1303,877,Thanks for the heads up!,teamGeo,teamGeo,geo3,2106,2.0
1304,878,Sedimentologist: Everyone here is doing our survey and then moving on!,teamGeo,teamGeo,geo3,2106,2.0
1305,879,Sedimentologist: Holla!,teamConstr,teamGeo,geo3,2106,2.0
1305,879,And thank you!,teamConstr,teamGeo,geo3,2106,2.0
1305,879,We are moving on too!,teamConstr,teamGeo,geo3,2106,2.0
1306,880,Sedimentologist: 15:24 Mic Check we out here.,teamGeo,teamGeo,geo3,2107,0.0
1307,881,"15:25 Mic check - we are here LIVE in Moscow,",con1,geo3,geo3,2107,0.0
1307,881,Russia from the NEK facility.,con1,geo3,geo3,2107,0.0
1307,881,What is going on Operations Spesh?,con1,geo3,geo3,2107,0.0
1308,882,15:26 Comms check - what's up Big Drill?,con2,geo3,geo3,2107,0.0
1309,883,"Hi,",eng2,eng1,eng1,2107,0.0
1309,883,we started,eng2,eng1,eng1,2107,0.0
1310,884,"Hi,",eng3,eng1,eng1,2107,0.0
1310,884,we started,eng3,eng1,eng1,2107,0.0
1311,885,"Biochemical Engineer: Hi,",teamEng,teamEng,eng1,2107,0.0
1311,885,we started,teamEng,teamEng,eng1,2107,0.0
1312,886,Martian Meteorology Specialist: Hello!,teamvc,teamvc,vc1,2107,0.0
1312,886,The Moscow team is ready to go whenever you are!,teamvc,teamvc,vc1,2107,0.0
1312,886,,teamvc,teamvc,vc1,2107,0.0
1313,887,Martian Meteorology Specialist: Hello!,teamConstr,teamvc,vc1,2107,0.0
1313,887,The Moscow team is ready to go whenever you are!,teamConstr,teamvc,vc1,2107,0.0
1313,887,,teamConstr,teamvc,vc1,2107,0.0
1314,888,Martian Meteorology Specialist: Hello!,teamEng,teamvc,vc1,2107,0.0
1314,888,The Moscow team is ready to go whenever you are!,teamEng,teamvc,vc1,2107,0.0
1314,888,,teamEng,teamvc,vc1,2107,0.0
1315,889,Martian Meteorology Specialist: Hello!,teamGeo,teamvc,vc1,2107,0.0
1315,889,The Moscow team is ready to go whenever you are!,teamGeo,teamvc,vc1,2107,0.0
1315,889,,teamGeo,teamvc,vc1,2107,0.0
1316,890,"Sedimentologist: (29,",teamGeo,teamGeo,geo3,2107,0.0
1316,890,"33) - OK,",teamGeo,teamGeo,geo3,2107,0.0
1316,890,"292825.41 Available,",teamGeo,teamGeo,geo3,2107,0.0
1316,890,"?108,345.4017?",teamGeo,teamGeo,geo3,2107,0.0
1316,890,after loss,teamGeo,teamGeo,geo3,2107,0.0
1317,891,"(29,",con1,geo3,geo3,2107,0.0
1317,891,"33) - OK,",con1,geo3,geo3,2107,0.0
1317,891,"292825.41 Available,",con1,geo3,geo3,2107,0.0
1317,891,"?108,345.4017?",con1,geo3,geo3,2107,0.0
1317,891,after loss,con1,geo3,geo3,2107,0.0
1318,892,Structural Geologist: Hello\n,teamGeo,teamGeo,geo2,2107,0.0
1319,893,Martian Terrain Specialist: Hi!,teamGeo,teamvc,vc2,2107,0.0
1319,893,We're almost ready to go over here as well just give as a few minutes :)\n,teamGeo,teamvc,vc2,2107,0.0
1320,894,"(28,",con1,geo3,geo3,2107,0.0
1320,894,"29) - (+++--) - OK,",con1,geo3,geo3,2107,0.0
1320,894,"247440.01 Available,",con1,geo3,geo3,2107,0.0
1320,894,"?79,180.8032?",con1,geo3,geo3,2107,0.0
1321,895,"Maintenance Specialist: Awesome,",teamvc,teamvc,vc3,2107,0.0
1321,895,we are ready to go as well!,teamvc,teamvc,vc3,2107,0.0
1321,895,6:34 AM CST.\n,teamvc,teamvc,vc3,2107,0.0
1322,896,Plusses and minuses in the parens are the amount of our members here that have approved or denied it.,con1,geo3,geo3,2107,0.0
1323,897,"Sedimentologist: (28,",teamGeo,teamGeo,geo3,2107,0.0
1323,897,"29) - (+++--) - OK,",teamGeo,teamGeo,geo3,2107,0.0
1323,897,"247440.01 Available,",teamGeo,teamGeo,geo3,2107,0.0
1323,897,"?79,180.8032?",teamGeo,teamGeo,geo3,2107,0.0
1324,898,Materials Specialist: Hello everyone,teamConstr,teamConstr,con3,2107,0.0
1325,899,"29,33",eng2,eng1,eng1,2107,0.0
1326,900,Sedimentologist: Plusses and minuses in parens are the amount of members of our team that have approved the point,teamGeo,teamGeo,geo3,2107,0.0
1327,901,"29,33",eng3,eng1,eng1,2107,0.0
1328,902,"Biochemical Engineer: 29,33",teamEng,teamEng,eng1,2107,0.0
1329,903,"Materials Specialist: We are looking (28,29) ..",teamConstr,teamConstr,con3,2107,0.0
1329,903,what do you think?,teamConstr,teamConstr,con3,2107,0.0
1330,904,Structural Geologist: what about 23;36 it has more recharge rate?,teamGeo,teamGeo,geo2,2107,0.0
1331,905,"Martian Meteorology Specialist: If you are reading this already,",teamvc,teamvc,vc1,2107,0.0
1331,905,"we are discussing points (29,33) and (28,29).",teamvc,teamvc,vc1,2107,0.0
1331,905," Point (29,33) seems to work for almost all of us here,",teamvc,teamvc,vc1,2107,0.0
1331,905,but the Materials Specialist says it's too deep.,teamvc,teamvc,vc1,2107,0.0
1331,905," Some of us like (28,29),",teamvc,teamvc,vc1,2107,0.0
1331,905,but the biochemical engineer and hydrogeologist says it'll be difficult to clean/filter.,teamvc,teamvc,vc1,2107,0.0
1331,905,,teamvc,teamvc,vc1,2107,0.0
1332,906,Operations Specialist: We are good to go!,teamvc,teamConstr,con1,2107,0.0
1332,906,"Checking out 29,",teamvc,teamConstr,con1,2107,0.0
1332,906,33 currently,teamvc,teamConstr,con1,2107,0.0
1333,907,"Martian Meteorology Specialist: If you are reading this already,",teamEng,teamvc,vc1,2107,0.0
1333,907,"we are discussing points (29,33) and (28,29).",teamEng,teamvc,vc1,2107,0.0
1333,907," Point (29,33) seems to work for almost all of us here,",teamEng,teamvc,vc1,2107,0.0
1333,907,but the Materials Specialist says it's too deep.,teamEng,teamvc,vc1,2107,0.0
1333,907," Some of us like (28,29),",teamEng,teamvc,vc1,2107,0.0
1333,907,but the biochemical engineer and hydrogeologist says it'll be difficult to clean/filter.,teamEng,teamvc,vc1,2107,0.0
1333,907,,teamEng,teamvc,vc1,2107,0.0
1334,908,"Martian Meteorology Specialist: If you are reading this already,",teamGeo,teamvc,vc1,2107,0.0
1334,908,"we are discussing points (29,33) and (28,29).",teamGeo,teamvc,vc1,2107,0.0
1334,908," Point (29,33) seems to work for almost all of us here,",teamGeo,teamvc,vc1,2107,0.0
1334,908,but the Materials Specialist says it's too deep.,teamGeo,teamvc,vc1,2107,0.0
1334,908," Some of us like (28,29),",teamGeo,teamvc,vc1,2107,0.0
1334,908,but the biochemical engineer and hydrogeologist says it'll be difficult to clean/filter.,teamGeo,teamvc,vc1,2107,0.0
1334,908,,teamGeo,teamvc,vc1,2107,0.0
1335,909,Mechanical Engineer: Hello!,teamvc,teamEng,eng2,2107,0.0
1335,909,"We have recieved the point 29,33 from the sedimentologist and are starting as well\n",teamvc,teamEng,eng2,2107,0.0
1336,910,"Hello,",eng1,eng3,eng3,2107,0.0
1336,910,we are starting now as well,eng1,eng3,eng3,2107,0.0
1337,911,Mechanical Engineer: Hello!,teamEng,teamEng,eng2,2107,0.0
1337,911,"We have received 29,33 from the sedimentologist and are starting as well\n",teamEng,teamEng,eng2,2107,0.0
1338,912,Received!\n,eng1,eng2,eng2,2107,0.0
1339,913,"6:38 AM local time Chicago I'm reading you loud and clear,",geo3,con1,con1,2107,0.0
1339,913,currently getting a read on how we're feeling that point,geo3,con1,con1,2107,0.0
1340,914,"Sedimentologist: (21,",teamGeo,teamGeo,geo3,2107,0.0
1340,914,"20) - (+++++) - OK 200841.43 Available,",teamGeo,teamGeo,geo3,2107,0.0
1340,914,"?88,370.2292?",teamGeo,teamGeo,geo3,2107,0.0
1340,914,after loss,teamGeo,teamGeo,geo3,2107,0.0
1341,915,"Sedimentologist: We'll check out 23,",teamGeo,teamGeo,geo3,2107,0.0
1341,915,36!\n,teamGeo,teamGeo,geo3,2107,0.0
1342,916,"Materials Specialist: and the team here agreed on (21,20)",teamConstr,teamConstr,con3,2107,0.0
1343,917,"Martian Meteorology Specialist: We are also liking (21,",teamvc,teamvc,vc1,2107,0.0
1343,917,20).,teamvc,teamvc,vc1,2107,0.0
1343,917," That would increase our human factors costs a little,",teamvc,teamvc,vc1,2107,0.0
1343,917,but I'm happy to take a slight hit if that means that the majority of us are in agreement.,teamvc,teamvc,vc1,2107,0.0
1343,917,,teamvc,teamvc,vc1,2107,0.0
1344,918,"Martian Meteorology Specialist: We are also liking (21,",teamConstr,teamvc,vc1,2107,0.0
1344,918,20).,teamConstr,teamvc,vc1,2107,0.0
1344,918," That would increase our human factors costs a little,",teamConstr,teamvc,vc1,2107,0.0
1344,918,but I'm happy to take a slight hit if that means that the majority of us are in agreement.,teamConstr,teamvc,vc1,2107,0.0
1344,918,,teamConstr,teamvc,vc1,2107,0.0
1345,919,"Martian Meteorology Specialist: We are also liking (21,",teamGeo,teamvc,vc1,2107,0.0
1345,919,20).,teamGeo,teamvc,vc1,2107,0.0
1345,919," That would increase our human factors costs a little,",teamGeo,teamvc,vc1,2107,0.0
1345,919,but I'm happy to take a slight hit if that means that the majority of us are in agreement.,teamGeo,teamvc,vc1,2107,0.0
1345,919,,teamGeo,teamvc,vc1,2107,0.0
1346,920,"Sedimentologist: There is very,",teamGeo,teamGeo,geo3,2107,0.0
1346,920,"very little water there 29,187 at 23,",teamGeo,teamGeo,geo3,2107,0.0
1346,920,36,teamGeo,teamGeo,geo3,2107,0.0
1347,921,"Maintenance Specialist: 28,",teamEng,teamvc,vc3,2107,0.0
1347,921,"29 Does not reasonably work for pricing for matienence specialist,",teamEng,teamvc,vc3,2107,0.0
1347,921,can we continue to try other points for now?\n,teamEng,teamvc,vc3,2107,0.0
1348,922,Mechanical Engineer: Yes we can.,teamvc,teamEng,eng2,2107,0.0
1348,922,"28,29 is also not reasonably work for me either.\n",teamvc,teamEng,eng2,2107,0.0
1349,923,Litty,con1,geo3,geo3,2107,0.0
1350,924,Structural Geologist: what about 29 32,teamGeo,teamGeo,geo2,2107,0.0
1351,925,"Our best bet right now from our end is 21,",con1,geo3,geo3,2107,0.0
1351,925,20,con1,geo3,geo3,2107,0.0
1352,926,"(21,",con1,geo3,geo3,2107,0.0
1352,926,"20) - (+++++) - OK 200841.43 Available,",con1,geo3,geo3,2107,0.0
1352,926,"?88,370.2292?",con1,geo3,geo3,2107,0.0
1352,926,after loss,con1,geo3,geo3,2107,0.0
1353,927,"Sedimentologist: 21,",teamGeo,teamGeo,geo3,2107,0.0
1353,927,20 is our best bet from our end,teamGeo,teamGeo,geo3,2107,0.0
1354,928,"Mechanical Engineer: Our terrain specialist suggested 21,20\n",teamvc,teamEng,eng2,2107,0.0
1355,929,"Materials Specialist: (21,20) is the best for all of us here",teamConstr,teamConstr,con3,2107,0.0
1356,930,Operations Specialist: Taking a look now,teamvc,teamConstr,con1,2107,0.0
1357,931,"Sedimentologist: (01,",teamGeo,teamGeo,geo3,2107,0.0
1357,931,"06) - (++++-) - 173790.94 Available,",teamGeo,teamGeo,geo3,2107,0.0
1357,931,"?78,205.923?",teamGeo,teamGeo,geo3,2107,0.0
1357,931,after loss,teamGeo,teamGeo,geo3,2107,0.0
1358,932,"Sedimentologist: 01,",teamGeo,teamGeo,geo3,2107,0.0
1358,932,06 seems like a solid second for us,teamGeo,teamGeo,geo3,2107,0.0
1359,933,"Martian Meteorology Specialist: (21,20) so far is the best on our end.",teamvc,teamvc,vc1,2107,0.0
1359,933, How does that look for you?,teamvc,teamvc,vc1,2107,0.0
1359,933," Another option we've looked at is (1,6).",teamvc,teamvc,vc1,2107,0.0
1359,933, Do you like those at all?,teamvc,teamvc,vc1,2107,0.0
1359,933,Any other options on your end?\n,teamvc,teamvc,vc1,2107,0.0
1360,934,Sedimentologist: We'll check it out!,teamGeo,teamGeo,geo3,2107,0.0
1361,935,"Drilling Specialist: 21,20 power auger ",teamConstr,teamConstr,con2,2107,0.0
1362,936,Martian Terrain Specialist: Just letting you know that we do not need to sign off yet!,teamvc,teamvc,vc2,2107,0.0
1362,936,6:48 AM CST,teamvc,teamvc,vc2,2107,0.0
1363,937,"Sedimentologist: 29,",teamGeo,teamGeo,geo3,2107,0.0
