,Utterance_ID,Dialogue_Act,Channel_ID,Speaker,Dialogue_ID,Utterance,Label,Idx
45690,Bro003-c8_4738770_4739470,b,Bro003-c8,me013,Bro003,uhhuh .,2,45690
45691,Bro003-c8_4740800_4741320,b,Bro003-c8,me013,Bro003,huh .,2,45691
45701,Bro003-c4_4755270_4755560,b,Bro003-c4,fn002,Bro003,yeah .,2,45701
45720,Bro003-c0_4810500_4810830,b,Bro003-c0,me018,Bro003,uhhuh .,2,45720
45724,Bro003-c0_4814430_4814650,b,Bro003-c0,me018,Bro003,uhhuh .,2,45724
45762,Bro003-c8_4909530_4909820,b,Bro003-c8,me013,Bro003,yeah .,2,45762
45764,Bro003-c8_4913690_4913980,b,Bro003-c8,me013,Bro003,yeah .,2,45764
45769,Bro003-c9_4917810_4918000,b,Bro003-c9,mn007,Bro003,huh .,2,45769
45772,Bro003-c8_4924690_4924990,b,Bro003-c8,me013,Bro003,yeah .,2,45772
45773,Bro003-c0_4927500_4928200,b,Bro003-c0,me018,Bro003,huh .,2,45773
45774,Bro003-c8_4928270_4928600,b,Bro003-c8,me013,Bro003,yeah .,2,45774
45775,Bro003-c8_4929010_4929320,b,Bro003-c8,me013,Bro003,yeah .,2,45775
45780,Bro003-c8_4931550_4931920,b,Bro003-c8,me013,Bro003,yeah .,2,45780
45795,Bro003-c9_4945890_4946020,b,Bro003-c9,mn007,Bro003,yeah .,2,45795
45798,Bro003-c2_4949140_4949680,b,Bro003-c2,me006,Bro003,uhhuh .,2,45798
45832,Bro003-c8_5007990_5008320,b,Bro003-c8,me013,Bro003,yeah .,2,45832
45833,Bro003-c2_5008620_5009000,b,Bro003-c2,me006,Bro003,yeah .,2,45833
45842,Bro003-c9_5035290_5035530,b,Bro003-c9,mn007,Bro003,yeah .,2,45842
45869,Bro003-c0_5116690_5116850,b,Bro003-c0,me018,Bro003,right .,2,45869
45877,Bro003-c8_5128140_5128230,b,Bro003-c8,me013,Bro003,okay .,2,45877
45883,Bro003-c0_5142000_5142220,b,Bro003-c0,me018,Bro003,right .,2,45883
45885,Bro003-c0_5146400_5147030,b,Bro003-c0,me018,Bro003,yeah .,2,45885
45889,Bro003-c0_5150820_5151180,b,Bro003-c0,me018,Bro003,yeah .,2,45889
45892,Bro003-c8_5157570_5157780,b,Bro003-c8,me013,Bro003,yeah .,2,45892
45894,Bro003-c2_5161240_5161430,b,Bro003-c2,me006,Bro003,huh .,2,45894
45895,Bro003-c2_5163360_5164240,b,Bro003-c2,me006,Bro003,huh .,2,45895
45903,Bro003-c2_5180480_5180950,b,Bro003-c2,me006,Bro003,right .,2,45903
45914,Bro003-c9_5188770_5189150,b,Bro003-c9,mn007,Bro003,yeah .,2,45914
45934,Bro003-c1_5211410_5211510,b,Bro003-c1,me034,Bro003,yeah .,2,45934
45936,Bro003-c1_5216110_5216830,b,Bro003-c1,me034,Bro003,huh .,2,45936
45987,Bro005-c4_0119000_0119000,b,Bro005-c4,me013,Bro005,huh huh .,2,45987
45988,Bro005-c4_0119378_0119778,b,Bro005-c4,me013,Bro005,uhhuh .,2,45988
45989,Bro005-c4_0119778_0120208,b,Bro005-c4,me013,Bro005,uhhuh .,2,45989
46012,Bro005-c0_0196744_0196904,b,Bro005-c0,mn007,Bro005,yeah .,2,46012
46016,Bro005-c4_0205750_0206300,b,Bro005-c4,me013,Bro005,uhhuh .,2,46016
46020,Bro005-c4_0210868_0211518,b,Bro005-c4,me013,Bro005,uhhuh .,2,46020
46024,Bro005-c4_0222148_0223588,b,Bro005-c4,me013,Bro005,uh yes .,2,46024
46026,Bro005-c0_0223034_0223214,b,Bro005-c0,mn007,Bro005,yeah .,2,46026
46027,Bro005-c4_0225165_0225585,b,Bro005-c4,me013,Bro005,okay .,2,46027
46029,Bro005-c4_0231590_0231970,b,Bro005-c4,me013,Bro005,yes .,2,46029
46031,Bro005-c4_0236910_0237150,b,Bro005-c4,me013,Bro005,yeah .,2,46031
46033,Bro005-c4_0239957_0240597,b,Bro005-c4,me013,Bro005,uhhuh .,2,46033
46041,Bro005-c4_0267615_0268775,b,Bro005-c4,me013,Bro005,uhhuh .,2,46041
46054,Bro005-c4_0319043_0319773,b,Bro005-c4,me013,Bro005,uh yes .,2,46054
46056,Bro005-c4_0319833_0320193,b,Bro005-c4,me013,Bro005,uhhuh .,2,46056
46059,Bro005-c4_0333746_0334306,b,Bro005-c4,me013,Bro005,uhhuh .,2,46059
46064,Bro005-c0_0346738_0347038,b,Bro005-c0,mn007,Bro005,uh .,2,46064
46066,Bro005-c0_0360272_0361072,b,Bro005-c0,mn007,Bro005,uh yeah .,2,46066
46096,Bro005-c0_0468000_0468000,b,Bro005-c0,mn007,Bro005,huh .,2,46096
46098,Bro005-c4_0477772_0478252,b,Bro005-c4,me013,Bro005,uhhuh .,2,46098
46107,Bro005-c4_0514085_0514765,b,Bro005-c4,me013,Bro005,uhhuh .,2,46107
46110,Bro005-c4_0528200_0528790,b,Bro005-c4,me013,Bro005,uhhuh .,2,46110
46122,Bro005-c4_0561158_0561988,b,Bro005-c4,me013,Bro005,uhhuh .,2,46122
46124,Bro005-c4_0564892_0565512,b,Bro005-c4,me013,Bro005,uhhuh .,2,46124
46146,Bro005-c4_0620397_0620727,b,Bro005-c4,me013,Bro005,yes .,2,46146
46147,Bro005-c1_0620696_0621226,b,Bro005-c1,fn002,Bro005,th- - yes .,2,46147
46149,Bro005-c4_0621747_0622007,b,Bro005-c4,me013,Bro005,yeah .,2,46149
46150,Bro005-c1_0622119_0622339,b,Bro005-c1,fn002,Bro005,yeah .,2,46150
46176,Bro005-c1_0665937_0666187,b,Bro005-c1,fn002,Bro005,yeah .,2,46176
46180,Bro005-c0_0670752_0670932,b,Bro005-c0,mn007,Bro005,yeah .,2,46180
46182,Bro005-c4_0679214_0679424,b,Bro005-c4,me013,Bro005,yeah .,2,46182
46186,Bro005-c0_0698568_0699248,b,Bro005-c0,mn007,Bro005,uh .,2,46186
46199,Bro005-c1_0719923_0720173,b,Bro005-c1,fn002,Bro005,yeah .,2,46199
46200,Bro005-c0_0720835_0721015,b,Bro005-c0,mn007,Bro005,yeah .,2,46200
46203,Bro005-c0_0724157_0724307,b,Bro005-c0,mn007,Bro005,yeah .,2,46203
46215,Bro005-c0_0748209_0748369,b,Bro005-c0,mn007,Bro005,yeah .,2,46215
46227,Bro005-c0_0764340_0764600,b,Bro005-c0,mn007,Bro005,yeah .,2,46227
46232,Bro005-c0_0769937_0771257,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46232
46234,Bro005-c1_0771091_0771361,b,Bro005-c1,fn002,Bro005,yeah .,2,46234
46238,Bro005-c4_0779048_0779368,b,Bro005-c4,me013,Bro005,yeah .,2,46238
46239,Bro005-c4_0782506_0783126,b,Bro005-c4,me013,Bro005,uhhuh .,2,46239
46243,Bro005-c4_0788964_0789404,b,Bro005-c4,me013,Bro005,yeah .,2,46243
46255,Bro005-c1_0808552_0808812,b,Bro005-c1,fn002,Bro005,yeah .,2,46255
46263,Bro005-c4_0822890_0823260,b,Bro005-c4,me013,Bro005,all right .,2,46263
46265,Bro005-c0_0836768_0837128,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46265
46267,Bro005-c0_0842000_0842000,b,Bro005-c0,mn007,Bro005,yeah .,2,46267
46270,Bro005-c0_0842590_0842820,b,Bro005-c0,mn007,Bro005,yeah .,2,46270
46275,Bro005-c0_0856370_0857370,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46275
46277,Bro005-c0_0872500_0872690,b,Bro005-c0,mn007,Bro005,yeah .,2,46277
46279,Bro005-c0_0877098_0877458,b,Bro005-c0,mn007,Bro005,no .,2,46279
46285,Bro005-c0_0893515_0894205,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46285
46287,Bro005-c0_0899220_0899500,b,Bro005-c0,mn007,Bro005,yeah .,2,46287
46290,Bro005-c0_0902965_0903295,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46290
46292,Bro005-c0_0904190_0905500,b,Bro005-c0,mn007,Bro005,huh .,2,46292
46311,Bro005-c0_0952937_0953087,b,Bro005-c0,mn007,Bro005,yeah .,2,46311
46314,Bro005-c0_0955370_0955510,b,Bro005-c0,mn007,Bro005,yeah .,2,46314
46317,Bro005-c0_0963792_0964432,b,Bro005-c0,mn007,Bro005,huh .,2,46317
46322,Bro005-c1_0972948_0973228,b,Bro005-c1,fn002,Bro005,yeah .,2,46322
46324,Bro005-c0_0973985_0974175,b,Bro005-c0,mn007,Bro005,yeah .,2,46324
46328,Bro005-c4_0979015_0979305,b,Bro005-c4,me013,Bro005,huh .,2,46328
46329,Bro005-c0_0979806_0980396,b,Bro005-c0,mn007,Bro005,huh .,2,46329
46338,Bro005-c4_1005260_1005740,b,Bro005-c4,me013,Bro005,uhhuh .,2,46338
46342,Bro005-c4_1017280_1017870,b,Bro005-c4,me013,Bro005,uhhuh .,2,46342
46358,Bro005-c1_1074160_1074460,b,Bro005-c1,fn002,Bro005,uhhuh .,2,46358
46361,Bro005-c1_1079800_1080100,b,Bro005-c1,fn002,Bro005,uhhuh .,2,46361
46366,Bro005-c4_1088030_1088290,b,Bro005-c4,me013,Bro005,yeah .,2,46366
46368,Bro005-c4_1091250_1091450,b,Bro005-c4,me013,Bro005,yeah .,2,46368
46369,Bro005-c1_1091260_1091540,b,Bro005-c1,fn002,Bro005,uhhuh .,2,46369
46388,Bro005-c1_1122900_1123010,b,Bro005-c1,fn002,Bro005,yeah .,2,46388
46390,Bro005-c4_1126090_1126530,b,Bro005-c4,me013,Bro005,uhhuh .,2,46390
46400,Bro005-c4_1143640_1144200,b,Bro005-c4,me013,Bro005,uhhuh .,2,46400
46410,Bro005-c1_1153200_1153510,b,Bro005-c1,fn002,Bro005,yeah .,2,46410
46421,Bro005-c0_1191210_1191710,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46421
46423,Bro005-c0_1197160_1198090,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46423
46425,Bro005-c0_1208140_1208330,b,Bro005-c0,mn007,Bro005,yeah .,2,46425
46429,Bro005-c0_1218830_1219030,b,Bro005-c0,mn007,Bro005,okay .,2,46429
46439,Bro005-c0_1236350_1236590,b,Bro005-c0,mn007,Bro005,yeah .,2,46439
46441,Bro005-c4_1250110_1250440,b,Bro005-c4,me013,Bro005,uhhuh .,2,46441
46445,Bro005-c0_1258060_1258160,b,Bro005-c0,mn007,Bro005,yeah .,2,46445
46447,Bro005-c0_1259120_1259300,b,Bro005-c0,mn007,Bro005,yeah .,2,46447
46452,Bro005-c0_1267170_1267920,b,Bro005-c0,mn007,Bro005,yeah .,2,46452
46454,Bro005-c0_1271850_1272110,b,Bro005-c0,mn007,Bro005,yeah .,2,46454
46461,Bro005-c4_1281220_1281620,b,Bro005-c4,me013,Bro005,uhhuh .,2,46461
46464,Bro005-c4_1283510_1283810,b,Bro005-c4,me013,Bro005,uhhuh .,2,46464
46465,Bro005-c1_1283980_1284080,b,Bro005-c1,fn002,Bro005,yeah .,2,46465
46469,Bro005-c4_1292710_1292970,b,Bro005-c4,me013,Bro005,yeah .,2,46469
46470,Bro005-c1_1293530_1293670,b,Bro005-c1,fn002,Bro005,yeah .,2,46470
46472,Bro005-c4_1296810_1297000,b,Bro005-c4,me013,Bro005,yeah .,2,46472
46484,Bro005-c0_1380840_1381270,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46484
46485,Bro005-c0_1381050_1381770,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46485
46487,Bro005-c0_1389310_1390220,b,Bro005-c0,mn007,Bro005,uh yeah .,2,46487
46489,Bro005-c0_1406120_1406600,b,Bro005-c0,mn007,Bro005,huh .,2,46489
46497,Bro005-c0_1422840_1423670,b,Bro005-c0,mn007,Bro005,huh .,2,46497
46500,Bro005-c0_1428140_1429130,b,Bro005-c0,mn007,Bro005,yeah .,2,46500
46501,Bro005-c1_1428470_1432260,b,Bro005-c1,fn002,Bro005,yeah yeah .,2,46501
46512,Bro005-c2_1448190_1448630,b,Bro005-c2,me006,Bro005,yeah .,2,46512
46516,Bro005-c0_1456870_1457040,b,Bro005-c0,mn007,Bro005,yeah .,2,46516
46522,Bro005-c0_1470890_1471500,b,Bro005-c0,mn007,Bro005,huh .,2,46522
46524,Bro005-c0_1474340_1474670,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46524
46526,Bro005-c0_1479070_1479970,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46526
46528,Bro005-c0_1495940_1496650,b,Bro005-c0,mn007,Bro005,huh .,2,46528
46529,Bro005-c0_1504970_1505260,b,Bro005-c0,mn007,Bro005,huh .,2,46529
46533,Bro005-c0_1517000_1517630,b,Bro005-c0,mn007,Bro005,yeah yeah .,2,46533
46535,Bro005-c1_1523300_1523450,b,Bro005-c1,fn002,Bro005,yeah .,2,46535
46536,Bro005-c4_1524790_1525030,b,Bro005-c4,me013,Bro005,yeah .,2,46536
46541,Bro005-c0_1543010_1543760,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46541
46550,Bro005-c1_1562600_1562830,b,Bro005-c1,fn002,Bro005,yeah .,2,46550
46551,Bro005-c0_1565300_1565390,b,Bro005-c0,mn007,Bro005,yeah .,2,46551
46560,Bro005-c4_1590750_1591270,b,Bro005-c4,me013,Bro005,uhhuh .,2,46560
46596,Bro005-c1_1737460_1737700,b,Bro005-c1,fn002,Bro005,huh .,2,46596
46633,Bro005-c1_1839430_1839850,b,Bro005-c1,fn002,Bro005,uh yes .,2,46633
46636,Bro005-c4_1843590_1843780,b,Bro005-c4,me013,Bro005,okay .,2,46636
46650,Bro005-c0_1893520_1893700,b,Bro005-c0,mn007,Bro005,yeah .,2,46650
46651,Bro005-c1_1894140_1894370,b,Bro005-c1,fn002,Bro005,yeah .,2,46651
46654,Bro005-c0_1906970_1907060,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46654
46658,Bro005-c0_1931390_1931600,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46658
46662,Bro005-c0_1937120_1937430,b,Bro005-c0,mn007,Bro005,huh .,2,46662
46664,Bro005-c0_1941450_1941640,b,Bro005-c0,mn007,Bro005,yeah .,2,46664
46667,Bro005-c0_1950670_1950940,b,Bro005-c0,mn007,Bro005,huh .,2,46667
46678,Bro005-c0_1979560_1984950,b,Bro005-c0,mn007,Bro005,yeah yeah yeah .,2,46678
46682,Bro005-c0_1986730_1987700,b,Bro005-c0,mn007,Bro005,huh .,2,46682
46685,Bro005-c0_1990240_1990500,b,Bro005-c0,mn007,Bro005,yeah .,2,46685
46690,Bro005-c0_1999430_1999600,b,Bro005-c0,mn007,Bro005,yeah .,2,46690
46702,Bro005-c0_2013430_2013680,b,Bro005-c0,mn007,Bro005,yeah .,2,46702
46703,Bro005-c1_2013970_2014290,b,Bro005-c1,fn002,Bro005,yeah yeah .,2,46703
46706,Bro005-c1_2015480_2015690,b,Bro005-c1,fn002,Bro005,yep .,2,46706
46714,Bro005-c4_2021850_2022030,b,Bro005-c4,me013,Bro005,yeah .,2,46714
46719,Bro005-c0_2030930_2031430,b,Bro005-c0,mn007,Bro005,huh .,2,46719
46722,Bro005-c0_2038510_2038750,b,Bro005-c0,mn007,Bro005,yeah .,2,46722
46723,Bro005-c0_2039260_2039430,b,Bro005-c0,mn007,Bro005,huh .,2,46723
46725,Bro005-c0_2040260_2040360,b,Bro005-c0,mn007,Bro005,yeah .,2,46725
46726,Bro005-c4_2040640_2040850,b,Bro005-c4,me013,Bro005,yeah .,2,46726
46734,Bro005-c0_2062480_2062960,b,Bro005-c0,mn007,Bro005,huh .,2,46734
46736,Bro005-c0_2070650_2071290,b,Bro005-c0,mn007,Bro005,huh .,2,46736
46739,Bro005-c0_2077720_2078360,b,Bro005-c0,mn007,Bro005,huh .,2,46739
46741,Bro005-c0_2085010_2086070,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46741
46763,Bro005-c1_2152690_2152890,b,Bro005-c1,fn002,Bro005,yeah .,2,46763
46765,Bro005-c0_2153390_2153720,b,Bro005-c0,mn007,Bro005,huh .,2,46765
46766,Bro005-c0_2153520_2153750,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46766
46778,Bro005-c0_2197601_2198434,b,Bro005-c0,mn007,Bro005,huh uh .,2,46778
46780,Bro005-c4_2205550_2206080,b,Bro005-c4,me013,Bro005,uhhuh .,2,46780
46784,Bro005-c1_2216370_2216770,b,Bro005-c1,fn002,Bro005,yeah .,2,46784
46786,Bro005-c0_2224280_2224470,b,Bro005-c0,mn007,Bro005,yeah .,2,46786
46798,Bro005-c0_2256160_2257340,b,Bro005-c0,mn007,Bro005,huh .,2,46798
46805,Bro005-c0_2273470_2274040,b,Bro005-c0,mn007,Bro005,huh .,2,46805
46823,Bro005-c0_2309220_2309310,b,Bro005-c0,mn007,Bro005,yeah .,2,46823
46836,Bro005-c0_2334660_2335510,b,Bro005-c0,mn007,Bro005,huh .,2,46836
46851,Bro005-c4_2377220_2377980,b,Bro005-c4,me013,Bro005,huh huh .,2,46851
46858,Bro005-c0_2393470_2394030,b,Bro005-c0,mn007,Bro005,yeah .,2,46858
46864,Bro005-c4_2400140_2400510,b,Bro005-c4,me013,Bro005,yeah .,2,46864
46866,Bro005-c0_2405180_2405890,b,Bro005-c0,mn007,Bro005,huh .,2,46866
46867,Bro005-c4_2406150_2406250,b,Bro005-c4,me013,Bro005,yeah .,2,46867
46868,Bro005-c0_2406250_2406550,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46868
46870,Bro005-c4_2409580_2410050,b,Bro005-c4,me013,Bro005,okay .,2,46870
46873,Bro005-c4_2417160_2417630,b,Bro005-c4,me013,Bro005,uhhuh .,2,46873
46878,Bro005-c0_2422910_2423530,b,Bro005-c0,mn007,Bro005,yeah .,2,46878
46879,Bro005-c0_2423530_2423730,b,Bro005-c0,mn007,Bro005,yeah .,2,46879
46881,Bro005-c0_2426400_2426620,b,Bro005-c0,mn007,Bro005,yeah .,2,46881
46882,Bro005-c4_2426490_2426740,b,Bro005-c4,me013,Bro005,okay .,2,46882
46887,Bro005-c4_2446090_2446710,b,Bro005-c4,me013,Bro005,uhhuh .,2,46887
46890,Bro005-c4_2452350_2452910,b,Bro005-c4,me013,Bro005,uhhuh .,2,46890
46898,Bro005-c4_2474470_2474930,b,Bro005-c4,me013,Bro005,uhhuh .,2,46898
46903,Bro005-c4_2490520_2491200,b,Bro005-c4,me013,Bro005,uhhuh .,2,46903
46904,Bro005-c4_2494100_2494480,b,Bro005-c4,me013,Bro005,uhhuh .,2,46904
46909,Bro005-c0_2502260_2502580,b,Bro005-c0,mn007,Bro005,yeah .,2,46909
46912,Bro005-c0_2516340_2516480,b,Bro005-c0,mn007,Bro005,yeah .,2,46912
46913,Bro005-c0_2517350_2517900,b,Bro005-c0,mn007,Bro005,but yeah .,2,46913
46918,Bro005-c4_2537180_2537740,b,Bro005-c4,me013,Bro005,uhhuh .,2,46918
46919,Bro005-c1_2537510_2537780,b,Bro005-c1,fn002,Bro005,yeah .,2,46919
46922,Bro005-c4_2546080_2546790,b,Bro005-c4,me013,Bro005,uhhuh .,2,46922
46924,Bro005-c4_2547550_2548150,b,Bro005-c4,me013,Bro005,uhhuh .,2,46924
46932,Bro005-c0_2579850_2580680,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46932
46934,Bro005-c0_2591950_2592550,b,Bro005-c0,mn007,Bro005,huh .,2,46934
46942,Bro005-c4_2614080_2614540,b,Bro005-c4,me013,Bro005,uhhuh .,2,46942
46952,Bro005-c0_2645730_2646070,b,Bro005-c0,mn007,Bro005,huh .,2,46952
46960,Bro005-c1_2673730_2674000,b,Bro005-c1,fn002,Bro005,uhhuh .,2,46960
46968,Bro005-c0_2691120_2691780,b,Bro005-c0,mn007,Bro005,uhhuh .,2,46968
46972,Bro005-c0_2699870_2699980,b,Bro005-c0,mn007,Bro005,yeah .,2,46972
46977,Bro005-c0_2707060_2707570,b,Bro005-c0,mn007,Bro005,yeah .,2,46977
46979,Bro005-c1_2711320_2711630,b,Bro005-c1,fn002,Bro005,uhhuh .,2,46979
46980,Bro005-c0_2711460_2711520,b,Bro005-c0,mn007,Bro005,huh .,2,46980
46983,Bro005-c4_2717900_2718220,b,Bro005-c4,me013,Bro005,yeah .,2,46983
46984,Bro005-c4_2718730_2719080,b,Bro005-c4,me013,Bro005,yeah .,2,46984
46989,Bro005-c0_2733520_2733670,b,Bro005-c0,mn007,Bro005,yeah .,2,46989
46998,Bro005-c0_2750400_2750710,b,Bro005-c0,mn007,Bro005,huh .,2,46998
47019,Bro005-c4_2789940_2790250,b,Bro005-c4,me013,Bro005,i see .,2,47019
47020,Bro005-c4_2792460_2793080,b,Bro005-c4,me013,Bro005,i see .,2,47020
47034,Bro005-c0_2828540_2829200,b,Bro005-c0,mn007,Bro005,oh yeah .,2,47034
47036,Bro005-c0_2835240_2835860,b,Bro005-c0,mn007,Bro005,huh .,2,47036
47038,Bro005-c1_2836080_2836300,b,Bro005-c1,fn002,Bro005,yeah .,2,47038
47039,Bro005-c0_2836730_2837000,b,Bro005-c0,mn007,Bro005,yeah .,2,47039
47044,Bro005-c0_2849630_2851130,b,Bro005-c0,mn007,Bro005,huh .,2,47044
47048,Bro005-c0_2854600_2854770,b,Bro005-c0,mn007,Bro005,okay .,2,47048
47054,Bro005-c0_2871050_2872060,b,Bro005-c0,mn007,Bro005,huh .,2,47054
47057,Bro005-c0_2884330_2884500,b,Bro005-c0,mn007,Bro005,yeah .,2,47057
47065,Bro005-c0_2901850_2918080,b,Bro005-c0,mn007,Bro005,huh .,2,47065
47070,Bro005-c0_2917830_2918210,b,Bro005-c0,mn007,Bro005,uhhuh .,2,47070
47079,Bro005-c4_2953450_2953650,b,Bro005-c4,me013,Bro005,yeah .,2,47079
47080,Bro005-c0_2967270_2967590,b,Bro005-c0,mn007,Bro005,yeah .,2,47080
47082,Bro005-c0_2978110_2978340,b,Bro005-c0,mn007,Bro005,yeah .,2,47082
47112,Bro005-c4_3138450_3138750,b,Bro005-c4,me013,Bro005,uhhuh .,2,47112
47113,Bro005-c4_3140770_3141280,b,Bro005-c4,me013,Bro005,uhhuh .,2,47113
47114,Bro005-c4_3147730_3147980,b,Bro005-c4,me013,Bro005,uhhuh .,2,47114
47115,Bro005-c4_3173630_3173800,b,Bro005-c4,me013,Bro005,yeah .,2,47115
47119,Bro005-c4_3186960_3187200,b,Bro005-c4,me013,Bro005,yeah .,2,47119
47122,Bro005-c0_3190240_3190560,b,Bro005-c0,mn007,Bro005,huh .,2,47122
47123,Bro005-c4_3190560_3190910,b,Bro005-c4,me013,Bro005,yeah .,2,47123
47142,Bro005-c4_3249990_3250110,b,Bro005-c4,me013,Bro005,yeah .,2,47142
47152,Bro005-c1_3270630_3270860,b,Bro005-c1,fn002,Bro005,yeah .,2,47152
47158,Bro005-c0_3281180_3281310,b,Bro005-c0,mn007,Bro005,yeah .,2,47158
47172,Bro005-c0_3328640_3329000,b,Bro005-c0,mn007,Bro005,huh .,2,47172
47175,Bro005-c0_3340710_3341320,b,Bro005-c0,mn007,Bro005,huh .,2,47175
47212,Bro005-c0_3421590_3422580,b,Bro005-c0,mn007,Bro005,uhhuh .,2,47212
47229,Bro005-c0_3486360_3486960,b,Bro005-c0,mn007,Bro005,huh .,2,47229
47231,Bro005-c0_3492500_3493480,b,Bro005-c0,mn007,Bro005,yeah .,2,47231
47233,Bro005-c1_3494300_3494730,b,Bro005-c1,fn002,Bro005,yeah .,2,47233
47241,Bro005-c0_3508400_3509140,b,Bro005-c0,mn007,Bro005,huh .,2,47241
47244,Bro005-c0_3516000_3517280,b,Bro005-c0,mn007,Bro005,huh huh .,2,47244
47253,Bro005-c0_3535320_3535660,b,Bro005-c0,mn007,Bro005,huh .,2,47253
47264,Bro005-c0_3574510_3575420,b,Bro005-c0,mn007,Bro005,huh .,2,47264
47269,Bro005-c4_3588180_3588330,b,Bro005-c4,me013,Bro005,yeah .,2,47269
47272,Bro005-c0_3590940_3591260,b,Bro005-c0,mn007,Bro005,huh .,2,47272
47283,Bro005-c0_3630860_3631270,b,Bro005-c0,mn007,Bro005,huh .,2,47283
47296,Bro005-c2_3674100_3674330,b,Bro005-c2,me006,Bro005,yeah .,2,47296
47297,Bro005-c4_3675560_3675720,b,Bro005-c4,me013,Bro005,right .,2,47297
47301,Bro005-c4_3688720_3689090,b,Bro005-c4,me013,Bro005,uhhuh .,2,47301
47303,Bro005-c4_3695550_3695900,b,Bro005-c4,me013,Bro005,uhhuh .,2,47303
47324,Bro005-c0_3747180_3748030,b,Bro005-c0,mn007,Bro005,huh .,2,47324
47342,Bro005-c0_3770000_3770530,b,Bro005-c0,mn007,Bro005,huh .,2,47342
47357,Bro005-c0_3802000_3802170,b,Bro005-c0,mn007,Bro005,yeah .,2,47357
47358,Bro005-c0_3803320_3803870,b,Bro005-c0,mn007,Bro005,huh .,2,47358
47367,Bro005-c4_3826120_3826410,b,Bro005-c4,me013,Bro005,okay .,2,47367
47368,Bro005-c1_3826880_3827160,b,Bro005-c1,fn002,Bro005,yeah .,2,47368
47443,Bro007-c1_0121850_0122100,b,Bro007-c1,me013,Bro007,yeah .,2,47443
47444,Bro007-c2_0123176_0123526,b,Bro007-c2,mn007,Bro007,yeah .,2,47444
47454,Bro007-c1_0144190_0144460,b,Bro007-c1,me013,Bro007,yeah .,2,47454
47455,Bro007-c1_0145781_0146091,b,Bro007-c1,me013,Bro007,yeah .,2,47455
47457,Bro007-c1_0150215_0150625,b,Bro007-c1,me013,Bro007,yeah .,2,47457
47458,Bro007-c1_0153135_0153635,b,Bro007-c1,me013,Bro007,uhhuh .,2,47458
47460,Bro007-c1_0159741_0160171,b,Bro007-c1,me013,Bro007,uhhuh .,2,47460
47465,Bro007-c1_0170155_0170425,b,Bro007-c1,me013,Bro007,yeah .,2,47465
47466,Bro007-c1_0172477_0172727,b,Bro007-c1,me013,Bro007,yeah .,2,47466
47467,Bro007-c1_0173998_0174288,b,Bro007-c1,me013,Bro007,yeah .,2,47467
47484,Bro007-c2_0209561_0209721,b,Bro007-c2,mn007,Bro007,yeah .,2,47484
47489,Bro007-c1_0227377_0228127,b,Bro007-c1,me013,Bro007,uhhuh .,2,47489
47490,Bro007-c1_0230381_0231271,b,Bro007-c1,me013,Bro007,uhhuh .,2,47490
47506,Bro007-c2_0282370_0282900,b,Bro007-c2,mn007,Bro007,yeah .,2,47506
47513,Bro007-c2_0293532_0294312,b,Bro007-c2,mn007,Bro007,huh .,2,47513
47514,Bro007-c2_0295213_0295403,b,Bro007-c2,mn007,Bro007,yeah .,2,47514
47521,Bro007-c1_0324178_0324558,b,Bro007-c1,me013,Bro007,okay .,2,47521
47527,Bro007-c2_0352493_0352763,b,Bro007-c2,mn007,Bro007,yeah .,2,47527
47545,Bro007-c3_0404864_0405204,b,Bro007-c3,fn002,Bro007,yeah .,2,47545
47554,Bro007-c1_0435940_0436200,b,Bro007-c1,me013,Bro007,oh .,2,47554
47558,Bro007-c2_0439789_0440089,b,Bro007-c2,mn007,Bro007,yeah .,2,47558
47561,Bro007-c1_0443440_0444090,b,Bro007-c1,me013,Bro007,uhhuh .,2,47561
47569,Bro007-c1_0478163_0478443,b,Bro007-c1,me013,Bro007,okay .,2,47569
47590,Bro007-c2_0559620_0559890,b,Bro007-c2,mn007,Bro007,yep .,2,47590
47593,Bro007-c3_0560188_0560648,b,Bro007-c3,fn002,Bro007,huh - yeah .,2,47593
47598,Bro007-c1_0591836_0592256,b,Bro007-c1,me013,Bro007,uhhuh .,2,47598
47600,Bro007-c1_0594415_0594725,b,Bro007-c1,me013,Bro007,yeah .,2,47600
47604,Bro007-c2_0603329_0603499,b,Bro007-c2,mn007,Bro007,yeah .,2,47604
