Unnamed: 0,content,recipient,sender,sentOnBehalfOf,session,block,input_ids,token_type_ids,attention_mask,logits,labels_h,labels
1037,"Yeah, just got him to add his stuff in. He was looking at the martian clouds and got carried away. It be like that sometimes",con1,geo3,geo3,2107,0.0,"[array([  101,  3398,  1010,  2074,  2288,  2032,  2000,  5587,  2010,
         4933,  1999,  1012,  2002,  2001,  2559,  2012,  1996, 20795,
         8044,  1998,  2288,  3344,  2185,  1012,  2009,  2022,  2066,
         2008,  2823,   102,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 0, 0], dtype=int8)                       ]","[ 2.6730566   1.370109   -0.46090144 -1.1287807  -0.01276087 -2.2342525
 -2.1319225 ]",statement,0
1038,Sedimentologist: 2ez,teamGeo,teamGeo,geo3,2107,0.0,"[array([  101, 19671,  8662,  1024,  1016,  9351,   102,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.4000115   1.6577712   0.32022053 -0.76957273 -1.0951105  -1.6382533
 -1.6219823 ]",statement,0
1039,My dude @structgeto was having some technical issues. Are y'all going to be able to grab the info from this sesh?,con1,geo3,geo3,2107,0.0,"[array([  101,  2026, 12043,  1030,  2358,  6820,  6593, 18150,  2080,
         2001,  2383,  2070,  4087,  3314,  1012,  2024,  1061,  1005,
         2035,  2183,  2000,  2022,  2583,  2000,  6723,  1996, 18558,
         2013,  2023,  7367,  4095,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 1.3942902  1.4491464 -0.364674  -1.2834276  1.3960676 -2.478146
 -2.05016  ]",disruption,1
1040,"Keep it real, keep it fresh",con1,geo3,geo3,2107,0.0,"[array([ 101, 2562, 2009, 2613, 1010, 2562, 2009, 4840,  102,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.6754975   1.6743623  -0.09150738 -1.107463    0.2039066  -2.3478758
 -2.0317957 ]",statement,0
1041,Keep it real 'n' fresh boi,geo2,geo3,geo3,2107,0.0,"[array([ 101, 2562, 2009, 2613, 1005, 1050, 1005, 4840, 8945, 2072,  102,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.2381988   1.5030469   0.23342744 -0.8752293  -0.39428025 -2.2151494
 -2.240294  ]",statement,0
1042,'til next timerino,geo2,geo3,geo3,2107,0.0,"[array([  101,  1005, 18681,  2279, 25309,  5740,   102,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.514602    1.826747    0.16015647 -1.0790424   0.02207312 -2.311435
 -1.92257   ]",statement,0
1043,Hello! This is Joy!,geo2,vc3,vc3,2107,1.0,"[array([ 101, 7592,  999, 2023, 2003, 6569,  999,  102,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.6795902   1.13667     2.0352361   0.34591967 -1.762762   -1.9045253
 -1.6838855 ]",statement,0
1044,Hello! This is Joy! ,geo2,geo3,geo3,2107,1.0,"[array([ 101, 7592,  999, 2023, 2003, 6569,  999,  102,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.6795902   1.13667     2.0352361   0.34591967 -1.762762   -1.9045253
 -1.6838855 ]",statement,0
1045,"Hello, I can see the message!",geo3,geo2,geo2,2107,2.0,"[array([ 101, 7592, 1010, 1045, 2064, 2156, 1996, 4471,  999,  102,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.2058458   1.6193796   0.81933856 -0.37592584 -1.5760012  -2.0334177
 -1.7601204 ]",statement,0
1046,I can also see this message!,vc3,geo2,geo2,2107,2.0,"[array([ 101, 1045, 2064, 2036, 2156, 2023, 4471,  999,  102,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.0780187   1.5113988   0.19983679 -0.8735125  -0.2519317  -2.3031065
 -2.2645118 ]",statement,0
1047,Sedimentologist: 15:25 It is comms check time my dudes,teamGeo,teamGeo,geo3,2108,0.0,"[array([  101, 19671,  8662,  1024,  2321,  1024,  2423,  2009,  2003,
         4012,  5244,  4638,  2051,  2026, 12043,  2015,   102,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.87966     1.6722791  -0.08591089 -1.1138595   0.12492754 -2.4309793
 -2.2295003 ]",statement,0
1048,15:25 The time is 15:25 - it is not time for that real real comms check all day. Let's get this bread.,con1,geo3,geo3,2108,0.0,"[array([ 101, 2321, 1024, 2423, 1996, 2051, 2003, 2321, 1024, 2423, 1011,
        2009, 2003, 2025, 2051, 2005, 2008, 2613, 2613, 4012, 5244, 4638,
        2035, 2154, 1012, 2292, 1005, 1055, 2131, 2023, 7852,  102],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 2.9513426   1.5159215  -0.25047743 -0.9134727  -0.61816037 -2.3624055
 -2.0665293 ]",statement,0
1049,it is now*\n,con1,geo3,geo3,2108,0.0,"[array([ 101, 2009, 2003, 2085, 1008, 1032, 1050,  102,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.0763748   1.5356482   0.19109738 -0.78873503 -0.49933305 -1.9197493
 -1.8374093 ]",statement,0
1050,Sedimentologist: 15:26 only real geologi boiz will get this one,teamGeo,teamGeo,geo3,2108,0.0,"[array([  101, 19671,  8662,  1024,  2321,  1024,  2656,  2069,  2613,
        20248, 21197,  2072,  8945, 10993,  2097,  2131,  2023,  2028,
          102,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.2639112   1.3921623  -0.09718583 -1.1246986  -0.19932038 -2.0276158
 -2.1366103 ]",statement,0
1051,Martian Meteorology Specialist: Hello team! Reporting to you from Moscow! Let us know if you're ready and at your positions :),teamvc,teamvc,vc1,2108,0.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  7592,  2136,   999,
         7316,  2000,  2017,  2013,  4924,   999,  2292,  2149,  2113,
         2065,  2017,  1005,  2128,  3201,  1998,  2012,  2115,  4460,
         1024,  1007,   102,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 0, 0], dtype=int8)                       ]","[ 3.2387068   1.7439172   0.15901849 -0.7218625  -1.237592   -2.1096191
 -1.7743757 ]",statement,0
1052,Martian Meteorology Specialist: Hello team! Reporting to you from Moscow! Let us know if you're ready and at your positions :),teamConstr,teamvc,vc1,2108,0.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  7592,  2136,   999,
         7316,  2000,  2017,  2013,  4924,   999,  2292,  2149,  2113,
         2065,  2017,  1005,  2128,  3201,  1998,  2012,  2115,  4460,
         1024,  1007,   102,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 0, 0], dtype=int8)                       ]","[ 3.2387068   1.7439172   0.15901849 -0.7218625  -1.237592   -2.1096191
 -1.7743757 ]",statement,0
1053,Martian Meteorology Specialist: Hello team! Reporting to you from Moscow! Let us know if you're ready and at your positions :),teamEng,teamvc,vc1,2108,0.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  7592,  2136,   999,
         7316,  2000,  2017,  2013,  4924,   999,  2292,  2149,  2113,
         2065,  2017,  1005,  2128,  3201,  1998,  2012,  2115,  4460,
         1024,  1007,   102,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 0, 0], dtype=int8)                       ]","[ 3.2387068   1.7439172   0.15901849 -0.7218625  -1.237592   -2.1096191
 -1.7743757 ]",statement,0
1054,Martian Meteorology Specialist: Hello team! Reporting to you from Moscow! Let us know if you're ready and at your positions :),teamGeo,teamvc,vc1,2108,0.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  7592,  2136,   999,
         7316,  2000,  2017,  2013,  4924,   999,  2292,  2149,  2113,
         2065,  2017,  1005,  2128,  3201,  1998,  2012,  2115,  4460,
         1024,  1007,   102,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 0, 0], dtype=int8)                       ]","[ 3.2387068   1.7439172   0.15901849 -0.7218625  -1.237592   -2.1096191
 -1.7743757 ]",statement,0
1055,"Materials Specialist: Hello everyone,",teamConstr,teamConstr,con3,2108,0.0,"[array([ 101, 4475, 8325, 1024, 7592, 3071, 1010,  102,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.1942196  1.7089021  0.6595027 -0.5563391 -1.2730925 -2.108589
 -1.8144188]",statement,0
1056,"Materials Specialist: most of us here agreed on (22,32) what do you think?",teamConstr,teamConstr,con3,2108,0.0,"[array([ 101, 4475, 8325, 1024, 2087, 1997, 2149, 2182, 3530, 2006, 1006,
        2570, 1010, 3590, 1007, 2054, 2079, 2017, 2228, 1029,  102,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[-0.01027613  0.18086319 -0.04083854 -1.236461    3.434714   -1.3003929
 -1.6739658 ]",question,4
1057,Structural Geologist: 6:34 GOOOOOOD MORNING FELLOW ROCK ENTHUSIASTS!!!!!!!! COMMS CHECK RECEIVED. ESKETITTTT,teamGeo,teamGeo,geo2,2108,0.0,"[array([  101,  8332, 21334,  1024,  1020,  1024,  4090, 27571,  9541,
        17139,  2851,  3507,  2600, 20305,   999,   999,   999,   999,
          999,   999,   999,   999,  4012,  5244,  4638,  2363,  1012,
         9686,  3489,  3775,  4779,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 3.7467196   1.3727134   0.5281009  -0.44332156 -1.3673688  -1.7155132
 -1.7600871 ]",statement,0
1058,"Sedimentologist: (22, 32) - (++++-) OK, 326587.02, ?120,837.1974?",teamGeo,teamGeo,geo3,2108,0.0,"[array([  101, 19671,  8662,  1024,  1006,  2570,  1010,  3590,  1007,
         1011,  1006,  1009,  1009,  1009,  1009,  1011,  1007,  7929,
         1010, 28188, 27814,  2581,  1012,  6185,  1010,  1029,  6036,
         1010,  6640,  2581,  1012,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 2.2285264   1.5414696  -0.09693375 -1.2562946   1.0177687  -2.2778027
 -2.2411573 ]",statement,0
1059,"Sedimentologist: Looks pretty dece @ 22, 32 for us",teamGeo,teamGeo,geo3,2108,0.0,"[array([  101, 19671,  8662,  1024,  3504,  3492, 11703,  2063,  1030,
         2570,  1010,  3590,  2005,  2149,   102,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.52495     1.5358075   0.16656959 -0.89489216 -0.78773373 -1.9532235
 -2.0773656 ]",statement,0
1060,"(22, 32) - (++++-) OK, 326587.02, ?120,837.1974?",con1,geo3,geo3,2108,0.0,"[array([  101,  1006,  2570,  1010,  3590,  1007,  1011,  1006,  1009,
         1009,  1009,  1009,  1011,  1007,  7929,  1010, 28188, 27814,
         2581,  1012,  6185,  1010,  1029,  6036,  1010,  6640,  2581,
         1012,  3326,  1029,   102,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 0], dtype=int8)                       ]","[ 0.71877587  1.2097545   0.08050902 -1.2446916   2.3061442  -2.0117345
 -1.9193174 ]",question,4
1061,"22, 32 lookin' dece.",con1,geo3,geo3,2108,0.0,"[array([  101,  2570,  1010,  3590,  2298,  2378,  1005, 11703,  2063,
         1012,   102,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.5313678  1.5140213  0.3890831 -0.7530312 -1.0203458 -1.6332849
 -1.7544868]",statement,0
1062,Structural Geologist: 6:34 good morning!!!!! reporting in from dallas texas yall! im ready here,teamvc,teamGeo,geo2,2108,0.0,"[array([  101,  8332, 21334,  1024,  1020,  1024,  4090,  2204,  2851,
          999,   999,   999,   999,   999,  7316,  1999,  2013,  5759,
         3146,  8038,  3363,   999, 10047,  3201,  2182,   102,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.9443645   1.7945496   0.67580557 -0.6058068  -1.0603843  -2.117251
 -1.747201  ]",statement,0
1063,"Hi, we started. 22,32",eng2,eng1,eng1,2108,0.0,"[array([ 101, 7632, 1010, 2057, 2318, 1012, 2570, 1010, 3590,  102,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.4128401   1.7901529   0.10940278 -0.8485791  -1.1713611  -1.8354136
 -1.711803  ]",statement,0
1064,"Hi, we started. 22,32",eng3,eng1,eng1,2108,0.0,"[array([ 101, 7632, 1010, 2057, 2318, 1012, 2570, 1010, 3590,  102,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.4128401   1.7901529   0.10940278 -0.8485791  -1.1713611  -1.8354136
 -1.711803  ]",statement,0
1065,Mechanical Engineer: Amazing! Us too,teamvc,teamEng,eng2,2108,0.0,"[array([ 101, 6228, 3992, 1024, 6429,  999, 2149, 2205,  102,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.1664684   1.5534328   0.9225163  -0.40955085 -1.204664   -2.1157408
 -1.921986  ]",statement,0
1066,"Biochemical Engineer: Hi, we started. 22,32",teamEng,teamEng,eng1,2108,0.0,"[array([  101, 16012, 15869,  3992,  1024,  7632,  1010,  2057,  2318,
         1012,  2570,  1010,  3590,   102,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.5345652  1.6730042  0.2365376 -0.7898638 -1.1818709 -1.8175011
 -1.8200575]",statement,0
