,speaker,content,block,session,labels,labels_h
3007,Stefani,Is “in the first channel” or “by the first channel” correct? In communications.,2,4,4,follow-me
3008,Zheny,“On the first channel.”,2,4,0,question
3009,Stefani,"“On the first channel?” I see you, I hear you? //Loud and clear?",2,4,4,follow-me
3010,Nasty,//[UI],2,4,0,question
3011,Zheny,Read you five by five.,2,4,0,question
3012,Stefani,How?,2,4,4,follow-me
3013,Zheny,Read you five by five.,2,4,0,question
3014,Stefani,Read you five by five?,2,4,4,follow-me
3015,Zheny,I hear you.,2,4,0,question
3016,Rya,Read you five by five.,2,4,0,question
3017,Zheny,Forty-nine.,2,4,0,question
3018,Stefani,"Well, okay, here we go…",2,4,0,question
3019,Zheny,How do you write “Hi”?,2,4,4,follow-me
3020,Ali,Hi.,2,4,0,question
3021,Rya,[UI],2,4,0,question
3022,Zheny,"Ah, like this?",2,4,4,follow-me
3023,Rya,Yes.,2,4,0,question
3024,Zheny,Space… like that?,2,4,4,follow-me
3025,Rya,Yes.,2,4,0,question
3026,Zheny,[UI],2,4,0,question
3027,Stefani,Commander [UI].,2,4,0,question
3028,Zheny,Sure. Let him know.,2,4,0,question
3029,Ali,[UI],2,4,0,question
3030,Nasty,I like how when he did this with you //[UI],2,4,0,question
3031,Stefani,//[UI],2,4,0,question
3032,Rya,"Write this, write that.",2,4,0,question
3033,Stefani,Like on a rope.,2,4,0,question
3034,Zheny,Well such a bro [UI] … You think it’s easy for me?,2,4,0,question
3035,Nasty,"It’s not easy. I have an easy time? No. Hard, hard job.",2,4,4,follow-me
3036,Stefani,"So, let’s take plastic. [SL] We have plastic here.",2,4,0,question
3037,Zheny,So what are we doing now? Already going?,2,4,4,follow-me
3038,Nasty,"I’m just entering “Sign off” right away… If we entered them in earlier, no one saw them.",2,4,0,question
3039,Stefani,"So, here you can [UI]",2,4,0,question
3040,Nasty,Click “Sign off”.,2,4,0,question
3041,Zheny,“Sign off” is what?,2,4,4,follow-me
3042,Nasty,//This up above.,2,4,0,question
3043,Ali,//That’s to sign.,2,4,0,question
3044,Nasty,And you enter your solutions.,2,4,0,question
3045,Stefani,You won’t be able to see how your solutions are changing the indicators.,2,4,0,question
3046,Nasty,"No, but here. Write them here.",2,4,0,question
3047,Zheny,"Well, here, I thought, we place checkmarks, right?",2,4,4,follow-me
3048,Ali,"Well, that’s at the end.",2,4,0,question
3049,Nasty,"No, that’s at the end. Lower. It’s lower there… You need to enter your solutions.",2,4,0,question
3050,Zheny,"It’s hard to… Well, anyway, I’ll wait… Lay low… Ah, there, some numbers appeared.",2,4,0,question
3051,Stefani,Four hundred fifteen thousand is… //[UI],2,4,0,question
3052,Nasty,//What is that?,2,4,4,follow-me
3053,Stefani,What is your [UI]?,2,4,0,question
3054,Nasty,"Here, yes, we enter ours here.",2,4,0,question
3055,Stefani,"Oh. Four hundred twenty-one… Ah, here [UI].",2,4,0,question
3056,Nasty,"Oh, they are active today, listen… They’re all entering [data]. Not like last time.",2,4,0,question
3057,Ali,Who? Them?,2,4,4,follow-me
3058,Nasty,Yes.,2,4,0,question
3059,Stefani,They probably got a talking-to.,2,4,0,question
3060,Zheny,[UI],2,4,0,question
3061,Ali,Good!,2,4,0,question
3062,Nasty,[UI],2,4,0,question
3063,Stefani,But who is [UI] anyway?,2,4,0,question
3064,Ali,Nastya and I are already done. That’s how you should work.,2,4,0,question
3065,Nasty,"Ryan, when you have a chance, can you cut apple?",2,4,4,follow-me
3066,Zheny,What do you need? Cut apple?,2,4,4,follow-me
3067,Nasty,"Yes, cut kettle.",2,4,0,question
3068,Zheny,Cutlet?,2,4,4,follow-me
3069,Ali,Cut the kettle.,2,4,0,question
3070,Stefani,"[UI]…Oh, like this…",2,4,0,question
3071,Ali,"Remember that every ten minutes this questionnaire will appear. Ten minutes, twenty minutes, //thirty minutes.",2,4,0,question
3072,Nasty,//It’s ok. I can.,2,4,0,question
3073,Rya,I don’t know how to do…,2,4,0,question
3074,Ali,And the exercise will be forty-five minutes.,2,4,0,question
3075,Stefani,"[SL] Twenty-nine, [SL] ninety-five…[UI]",2,4,0,question
3076,Nasty,"Thank you, bro.",2,4,0,question
3077,Zhenya to Rya,"What do we have here, anything?",2,4,4,follow-me
3078,Rya,"Yes, choose…",2,4,0,question
3079,Zheny,//Like that is okay?,3,4,4,follow-me
3080,Stefani,//[UI],3,4,0,question
3081,Rya,//Here.,3,4,1,statement
3082,Nasty,Everything is fine here so far. //[UI],3,4,0,question
3083,Zhenya to Rya,//[UI],3,4,0,question
3084,Ali,[UI] Yes.,3,4,0,question
3085,Zheny,This goes here?,3,4,4,follow-me
3086,Rya,Yes.,3,4,0,question
3087,Zheny,"Doesn’t matter, right? [UI]",3,4,0,question
3088,Rya,You need to choose…,3,4,0,question
3089,Dash,"Stefania, did you pick something?",3,4,4,follow-me
3090,Zheny,//Something here as well…,3,4,0,question
3091,Stefani,//Yes.,3,4,1,statement
3092,Rya,Yes.,3,4,0,question
3093,Dash,You wrote it?,3,4,4,follow-me
3094,Stefani,I can enter “Sign off” now… if you want.,3,4,0,question
3095,Rya,It’s there…,3,4,0,question
3096,Zheny,"Above, right?",3,4,4,follow-me
3097,Rya,Above.,3,4,0,question
3098,Zheny,Here?,3,4,4,follow-me
3099,Rya,Click here.,3,4,0,question
3100,Alik to Nasty,Does that work for you?,3,4,4,follow-me
3101,Zheny,[SL] Install?,3,4,0,question
3102,Rya,Mhm.,3,4,0,question
3103,Nasty,//It’s [SL] being created for me.,3,4,0,question
3104,Rya,//It doesn’t matter to me.,3,4,0,question
3105,Nasty,It froze [UI],3,4,0,question
3106,Ali,"Well, I’m talking about this.",3,4,0,question
3107,Zhenya and Rya,[UI],3,4,0,question
3108,Ali,Maintenance – that’s them.,3,4,0,question
3109,Rya,So.,3,4,3,backchannel
3110,Zheny,"Ah, those…",3,4,0,question
3111,Nasty,Why do I have this terrible song stuck in my head?... [singing] “White swans…”,3,4,0,question
3112,Stefani,I don’t know that song.,3,4,0,question
3113,Rya,[UI],3,4,0,question
3114,Nastya," [Natasha] Korolyova, Stefania.",3,4,0,question
3115,Zheny,"//Lower, right?",3,4,4,follow-me
3116,Nasty,Remember this song by Dima Bilan?,3,4,4,follow-me
3117,Stefani,"Yes, I remember, but for some reason I don’t remember that other song.",3,4,0,question
3118,Rya,You need to choose [UI],3,4,0,question
3119,Nasty,"What is that you have, gum?",3,4,4,follow-me
3120,Stefani,Can I also get a slice of apple? Like that half.,3,4,4,follow-me
3121,Rya,Like this?,3,4,4,follow-me
3122,Stefani,Half.,3,4,0,question
3123,Rya,Half.,3,4,0,question
3124,Nasty,"Why so sad, Dasha?",3,4,4,follow-me
3125,Dash,Huh?,3,4,4,follow-me
3126,Nasty,Everything okay?,3,4,4,follow-me
3127,Dash,//Yes.,3,4,1,statement
3128,Stefani,//I took this one. Yeah. Thanks a lot… You see anything?,3,4,4,follow-me
3129,Dash,Yes.,3,4,0,question
3130,Stefani,What do you say?,3,4,4,follow-me
3131,Dash,OK.,3,4,0,question
3132,Rya,What wattage?,3,4,4,follow-me
3133,Nasty,"Oh, but we have…//[UI]",3,4,0,question
3134,Rya,"Stefania, do you know what wattage? Pump wattage?",3,4,4,follow-me
3135,Stefani,Four hundred fifty-five thousand.,3,4,0,question
3136,Nasty,"You all entered that, right //[UI]?",3,4,0,question
3137,Stefani,Four five five zero zero zero.,3,4,0,question
3138,Dash,Yes.,3,4,0,question
3139,Ali,Four hundred and fifty thousand.,3,4,0,question
3140,Rya,[UI],3,4,0,question
3141,Nasty,Why do we have negative twenty-four thousand right away?,3,4,4,follow-me
3142,Stefani,I scattered the work.,3,4,0,question
3143,Ali,[UI],3,4,0,question
3144,Stefani,"Well good, like that.",3,4,0,question
3145,Rya,"Pump wattage…there, lower…",3,4,0,question
3146,Dash,"Oh, fourteen. Let’s reduce it more.",3,4,0,question
3147,Stefani,Just a sec.,3,4,0,question
3148,Rya,Pump wattage.,3,4,0,question
3149,Stefani,//Four hundred [SL] one two three.//[UI],3,4,0,question
3150,Zheny,"//This goes here, right?",3,4,4,follow-me
3151,Rya,And then a checkmark.,3,4,0,question
3152,Nasty,Twenty-four again. And before that was fourteen.,3,4,0,question
3153,Ali,Yes.,3,4,0,question
3154,Stefani,"For some reason they aren’t entering on mine. I don’t understand why. [UI]...Oh, mine is jumping…ah, there.",3,4,0,question
3155,Nasty,"Well, right now it’s negative thirty-four thousand.",3,4,0,question
3156,Stefani,Is that better or worse?,3,4,4,follow-me
3157,Nasty,Worse.,3,4,0,question
3158,Stefani,Worse? Should I go back?,3,4,4,follow-me
3159,Nasty,We had fourteen before this.,3,4,0,question
3160,Stefani,I have [UI],3,4,0,question
3161,Nasty,"Oh, stop right there. Two thousand, no negative.",3,4,0,question
3162,Ali,Oh! Now we need them to agree to that.,3,4,0,question
3163,Stefani,"Well, that’s it. They better not ruin anything.",3,4,0,question
3164,Ali,"So, right now we’re in the plus, not minus.",3,4,0,question
3165,Nasty,Mhm.,3,4,0,question
3166,Stefani,[SL] Fifteen [UI] mechanical.,3,4,0,question
3167,Dash,Nine thousand.,3,4,0,question
3168,Ali,Wow! //Now it’s nine thousand.,3,4,0,question
3169,Dash,//Now I will also…,3,4,0,question
3170,Stefani,Come on. You’re going to get more?,3,4,4,follow-me
3171,Dash,I’ll try… [UI],3,4,0,question
3172,Ali,Yes.,3,4,0,question
3173,Dash,How much now?,3,4,4,follow-me
3174,Ali,It went back again. [UI],3,4,0,question
3175,Zheny,"Well, no problem, it happens.",3,4,0,question
3176,Dash,Apparently that’s the maximum.,3,4,0,question
3177,Stefani,Forty-six?,3,4,4,follow-me
3178,Dash,Yes.,3,4,0,question
3179,Stefani,Yes? We’re leaving forty-six?,3,4,4,follow-me
3180,Dash,Mhm…[UI],3,4,0,question
3181,Nastya to Ali,"No one is answering us, right?",3,4,4,follow-me
3182,Ali,"Well, I don’t think it has been ten minutes yet.",3,4,0,question
3183,Stefani,"Well, it refreshes slowly //[UI]",3,4,0,question
3184,Ali,"//Yes, for some reason it’s acting funny today… the whole program.",3,4,0,question
3185,Dash,What kind is that?,3,4,4,follow-me
3186,Nasty,I can bring sweet tea tomorrow.,3,4,0,question
3187,Zheny,And at once [UI],3,4,0,question
3188,Stefani,"Great, we have… forty-five minutes. [UI]",3,4,0,question
3189,Ali,Who said?,3,4,4,follow-me
3190,Dash,Hydrogeologist.,3,4,0,question
3191,Stefani,Hydrogeologist.,3,4,0,question
3192,Ali,"Ah, there – ten minutes has passed.",3,4,0,question
3193,Zheny,What do we need to do here?,3,4,4,follow-me
3194,Ali,"You can select people, or not.",3,4,0,question
3195,Zheny,"But it’s not working. Ah, there.",3,4,0,question
3196,Ali,"So, who are you relying on.",3,4,0,question
3197,Zheny,"Ah, relying?",3,4,4,follow-me
3198,Ali,[UI]… You need to find and select someone. [SL] I will pick Ryan.,3,4,0,question
3199,Rya,"Yeah, [SL] I’ve explained it before.",3,4,0,question
3200,Nasty,"You are maintenance, right?",3,4,4,follow-me
3201,Ali,Who? Me?,3,4,4,follow-me
3202,Nasty,Yes.,3,4,0,question
3203,Ali,Materials.,3,4,0,question
3204,Nasty,"Oy, materials.",3,4,0,question
3205,Nasty,"You are fluid, right, Dasha?",3,4,4,follow-me
3206,Dash,Mhm.,3,4,0,question
3207,Stefani,So she is not choosing me.,3,4,0,question
3208,Nasty,Why not? I know you. Mechanical?,3,4,4,follow-me
3209,Stefani,Yes.,3,4,0,question
3210,Nasty,I’m just checking to…,3,4,0,question
3211,Stefani,That means you didn’t pick Dasha before.,3,4,0,question
3212,Nasty,"I picked her… that’s it, I’m picking Stefania.",3,4,0,question
3213,Dash,I know what she’s doing.,3,4,0,question
3214,Stefani,With my little heart… [UI] in my heart.,3,4,0,question
3215,Nasty,It’s empty. You know like tumbleweed…,3,4,0,question
3216,Dash,Sometimes they even start rolling…,3,4,0,question
3217,Stefani,"Yes, yes, with the wind...",3,4,0,question
3218,Nasty,So…,3,4,3,backchannel
3219,Ali,No one is writing.,3,4,0,question
3220,Nasty,I almost picked myself here.,3,4,0,question
3221,Stefani,Actually…,3,4,0,question
3222,Nasty,Can I do that?,3,4,4,follow-me
3223,Dash,"After all, I’m good, right?",3,4,4,follow-me
3224,Ali,Hydrogeologist is Maxwell?,3,4,4,follow-me
3225,Nasty,No he is structural geologist.,3,4,0,question
3226,Ali,"Ah, structural?",3,4,4,follow-me
3227,Ali,But who then…,3,4,0,question
3228,Nasty,Hydrogeologist is the eastern girl. [UI],3,4,0,question
3229,Ali,"Ah, in glasses?",3,4,4,follow-me
3230,Nasty,"Yes. No, without.",3,4,0,question
3231,Ali,"Ah, the last one? Viktoria, right?",3,4,4,follow-me
3232,Nasty,"Well, the one…",3,4,0,question
3233,Ali,"Ah, yes, yes. She has an accent.",3,4,0,question
3234,Dash,Done? We log out?,3,4,4,follow-me
3235,Nasty,"Oh, okay…",3,4,0,question
3236,Stefani,Did they not enter them or is the mechanical engineer still entering other filters? No?,3,4,4,follow-me
3237,Dash,"Well, it’s always the same filter…",3,4,0,question
3238,Stefani,"Ah, it doesn’t say that here… Of course, I’m always entering plastic, but…",3,4,0,question
3239,Dash,Today I’m also //[UI],3,4,0,question
3240,Zheny,"Oh, hydrogeologist… I don’t know, did he write to everyone?",3,4,4,follow-me
3241,Ali,Yes.,3,4,0,question
3242,Nasty,Why did she…,3,4,0,question
3243,Stefani,Forty-five more minutes?,3,4,4,follow-me
3244,Zheny,Forty-five more minutes…,3,4,0,question
3245,Ali,Thirty-nine minutes.,3,4,0,question
3246,Zheny,And who is hydrogeologist?,3,4,4,follow-me
3247,Dash,Theirs.,3,4,0,question
3248,Ali,No.,3,4,0,question
3249,Nasty,Yes.,3,4,0,question
3250,Ali,We have drilling.,3,4,0,question
3251,Zheny,//Thirty-five? And they wrote forty-five to me?,3,4,4,follow-me
3252,Nasty,"//No, she means on that side.",3,4,0,question
3253,Dash,That is…,3,4,0,question
3254,Nasty,Not on our team.,3,4,0,question
3255,Ali,"Ah. Well,  they wrote me: “Thirty-nine minutes.”",3,4,0,question
3256,Zheny,Why are they different? …I have forty-five for some reason.,3,4,4,follow-me
3257,Stefani,"Maybe that’s the second time they’re writing, and we only read the first one… They want us to fight.",3,4,0,question
3258,Ali,Yes. [UI],3,4,0,question
3259,Dash,Yes.,3,4,0,question
3260,Zheny,Clever plan.,3,4,0,question
3261,Dash,"I’m logging out, right?",3,4,4,follow-me
3262,Stefani,"No, well, you need to wait at least, probably, how many minutes?.. How long will we be doing this task? Fifteen minutes? And then log off?",3,4,4,follow-me
3263,Ali,We’re basically all ready. //We can place checkmarks.,3,4,0,question
3264,Stefani,"//Well just so it’s not so fast, in just two minutes…",3,4,0,question
3265,Dash,"Well, what if we’re just that good? We have nine thousand people!",3,4,4,follow-me
3266,Ali,It’s already been ten minutes. //Because the questionnaire appears every ten minutes.,3,4,0,question
3267,Stefani,//[UI],3,4,0,question
3268,Nasty,"Ok, then “Sign off,” right?",3,4,4,follow-me
3269,Stefani,"Ah, so, we sign off and we still have to fill out these questionnaires for forty-five minutes. Like last time.",3,4,0,question
3270,Nasty,Maybe not.,3,4,0,question
3271,Ali,"No, why not? We need to do all of it. So, //this task. Then there are two D Church. Then there is … Ah, no, there is D Church, then we send letters, then another D Church… and then another two D Churches.",3,4,4,follow-me
3272,Stefani,"//Well, last time…",3,4,0,question
3273,Dash,[UI],3,4,0,question
3274,Stefani,"That is one, that is two.",3,4,0,question
3275,Zheny,[UI],3,4,0,question
3276,Nasty,"Anyway, I will “Sign off” …right?",3,4,4,follow-me
3277,Ali,"Ah, I see, that… Yes, me too…",3,4,0,question
3278,Nasty,//Enough already.,3,4,0,question
3279,Zheny,//Now what?,3,4,4,follow-me
3280,Ali,Place checkmarks.,3,4,0,question
3281,Dash,Is there a second one?,3,4,4,follow-me
3282,Stefani,"No, I remember last time we sat… And then we…",3,4,0,question
3283,Nasty,"Ah, because they didn’t “Sign off” there. They just stopped… Apparently, they totally overslept then or something… … They didn’t enter anything, remember that?..",3,4,0,question
3284,Stefani,"Yes. And now we have all their data, right?",3,4,4,follow-me
3285,Ali,Yes.,3,4,0,question
3286,Dash,If they ruin our record… Nine thousand…,3,4,0,question
3287,Nasty,Biochemical engineer…,3,4,0,question
3288,Stefani,"Nothing. Nothing, but he didn’t do one thing.",3,4,0,question
3289,Dash,He doesn’t have to choose. //We only have one filter.,3,4,0,question
3290,Stefani,Yes.,3,4,0,question
3291,Nasty,Yes.,3,4,0,question
3292,Dash,"Ryan, please give me some apple. A piece… Thanks.",3,4,0,question
3293,Ryan to Ali,//[UI],3,4,0,question
3294,Stefani,//Remember how Aphrodite made the gods fight around the table?,3,4,4,follow-me
3295,Nasty,"Yes, I remember something like that.",3,4,0,question
3296,Stefani,"She sent them an apple and said this apple is for the most beautiful and the cleverest. But she didn’t say who… So, a war began.",3,4,0,question
3297,Dash,Who didn’t log out? Mechanical engineer.,3,4,4,follow-me
3298,Stefani,"I signed out, but they kicked me for some reason.",3,4,0,question
3299,Stefani,Yes.,3,4,0,question
3300,Nasty,You have everything.,3,4,0,question
3301,Ali,"That’s it. Now it’s up to them. So, all six of us did it… Their call.",3,4,0,question
3302,Stefani,"Well, they’ll start writing something now.",3,4,0,question
3303,Nasty,Wait for it to get to them…,3,4,0,question
3304,Stefani,Yeah.,3,4,2,declarative question
3305,Dash,Did anyone write to us?,4,4,4,follow-me
3306,Nasty,"No, no fun messages at all.",4,4,0,question
3307,Dash,They are sent out all in a row. That’s no fun at all.,4,4,0,question
3308,Nasty,What’s up? Did he write something to you?,4,4,4,follow-me
3309,Ali,"He wrote: “Hi. Yes, I am.” But what does that mean?",4,4,4,follow-me
3310,Nasty,What?,4,4,4,follow-me
3311,Ali,Or was he answering a question?,4,4,4,follow-me
3312,Dash,Why are they writing something to you but not us?,4,4,4,follow-me
3313,Ali,"Well, here everything is scattered out of time…",4,4,0,question
3314,Nasty,"“Hi. Yes, I am” – what’s that?",4,4,4,follow-me
3315,Ali,"Ah, see, “Hi. Yes, I am” appears here. I mean, here that makes sense.",4,4,0,question
3316,Nasty,"Ah, yes.",4,4,0,question
3317,Ali,"I asked him: “Are you ready to work?” He says: “Yes, I am.”",4,4,4,follow-me
3318,Dash,You ask: “Are you ready to finish working?”,4,4,4,follow-me
3319,Ali,"That’s what I should have done, right?",4,4,4,follow-me
3320,Nasty,"Why don’t I write: “We are done.”… No, then what?",4,4,4,follow-me
3321,Ali,"Well, basically, yes. We already made our decisions. So write: “Can you please mark off?”",4,4,4,follow-me
3322,Stefani,"//And I can write that, right?",4,4,4,follow-me
3323,Nasty,//Mark off or Sign off?,4,4,4,follow-me
3324,Ali,//Sign off…Ah?,4,4,4,follow-me
3325,Stefani,"But can we, yes that, sort of, in the dialog?",4,4,4,follow-me
3326,Ali,"Well, we’re communicating with them. Everything goes by the rules. They can say that they are ready or not ready. It’s up to them now.",4,4,0,question
3327,Dash,They’re sitting there yelling: “No way! Give me plastic!”,4,4,0,question
3328,Ali,"They are standing by the blackboard drawing equations. Equation drawing, brainstorming.",4,4,0,question
3329,Dash,“How do those Russians do it?!”,4,4,4,follow-me
3330,Rya,They are all: “[SL] How can this be?!”,4,4,0,question
3331,Ali,“What’s wrong with these people?!”,4,4,4,follow-me
3332,Dash,[UI],4,4,0,question
3333,Zheny,They are wiping their glasses and [UI],4,4,0,question
3334,Nasty,And we’re eating here!,4,4,0,question
3335,Stefani,Eating and neighing. [These words rhyme in Russian],4,4,0,question
3336,Zheny,We already ate all the apples.,4,4,0,question
3337,Dash,Oy. I can hear you better like that.,4,4,0,question
3338,Nasty,No way! Surprising!,4,4,0,question
3339,Dash,I’m an engineer… My ears are sweating.,4,4,0,question
3340,Nasty,So many pluses.,4,4,0,question
3341,Ali,That’s good… Is that a smile?,4,4,4,follow-me
3342,Nasty,Yes.,4,4,0,question
3343,Ali,There is something missing.,4,4,0,question
3344,Nasty,It’s like an abbreviated smile.,4,4,0,question
3345,Dash,A smiley.,4,4,0,question
3346,Nasty,"Or do you want cool, and then dash and…",4,4,0,question
3347,Dash,"Oy, those [UI] … Smells like two thousand three, probably.",4,4,0,question
3348,Nasty,What?,4,4,4,follow-me
3349,Dash,"//Well, when, remember [UI]?",4,4,0,question
3350,Nasty,//Did you smell the headphones?,4,4,4,follow-me
3351,Dash,//No…,4,4,1,statement
3352,Ali,"I also thought the headphones. These are yours, I guess.",4,4,0,question
3353,Zheny,"No, that’s right.",4,4,0,question
3354,Dash,"No, that’s not why. Just colon, dash and parenthesis.",4,4,0,question
3355,Stefani,"Oh, that took forever for me to understand. I remember, my friend showed me letters that her other friend wrote her from Russia. They were quite advanced and already used smiley faces.",4,4,0,question
3356,Ali,And you are still in the dark.,4,4,0,question
3357,Stefani,What is this? What’s with the sticks? Brackets. How? Where? I don’t understand.,4,4,4,follow-me
3358,Nasty,"I studied this language for so long when [UI] from New Zealand. They shorten every English word and, apparently, use the number four instead of the word “for.”",4,4,0,question
3359,Stefani,"Ah, yes, yes, yes.",4,4,0,question
3360,Nasty,"And with this. And at first, I received messages and went crazy trying to figure them out: “This here is this, this is this, and this is this.” //It’s a whole separate language.",4,4,0,question
3361,Ali,There is the letter “B” and the number “four.”,4,4,0,question
3362,Stefani,And just “U”…,4,4,0,question
3363,Nasty,"Yes, yes, yes. “Before” is “before,” “before.” And they write ”B” and four.",4,4,0,question
3364,Ali,Talking about the certain languages in text messages. When early on people were [UI] some language.,4,4,0,question
3365,Zheny,And what did they write there? Now thirty-one minutes.,4,4,4,follow-me
3366,Dash,Are they writing you the time again?,4,4,4,follow-me
3367,Zheny,"Well, “Hi, ending…” What did they write there?",4,4,4,follow-me
3368,Rya,They are saying to us that we have thirty-one minutes left.,4,4,0,question
3369,Ali,"Ah, well this…",4,4,0,question
3370,Nasty,"Ah, we also have a clock.",4,4,0,question
3371,Zheny,Theirs is hanging right over them.,4,4,0,question
3372,Nasty,I said that we also have a clock here.,4,4,0,question
3373,Ali,They probably think we have nothing here.,4,4,0,question
3374,Zheny,We have lots of clocks. We can [UI] send them one.,4,4,0,question
3375,Ali,What now?,4,4,4,follow-me
3376,Dash,But why aren’t they writing anything to us?,4,4,4,follow-me
3377,Stefani,Mhm.,4,4,0,question
3378,Zheny,They’re ignoring us.,4,4,0,question
3379,Dash,"They write everything to everyone, but not to us. Only the geologist writes to us.",4,4,0,question
3380,Stefani,He wrote just one time.,4,4,0,question
3381,Dash,The first time. Twice.,4,4,0,question
3382,Zheny,Your team is so unfriendly.,4,4,0,question
3383,Ali,"Oh, it’s been twenty minutes.",4,4,0,question
3384,Zheny,Well.,4,4,3,backchannel
3385,Stefani,"It won’t go. I’m telling you, we’ll have to sit this out.",4,4,0,question
3386,Dash,Ineffective program.,4,4,0,question
3387,Stefani,Mhm.,4,4,0,question
3388,Dash,Not under our command.,4,4,0,question
3389,Stefani,Certainly.,4,4,0,question
3390,Dash,We should already be digging.,4,4,0,question
3391,Stefani,I don’t know. I could have brewed tea by now.,4,4,0,question
3392,Nasty,"Hey, what the heck? My finger was punctured. And [UI] right into the hole.",4,4,0,question
3393,Stefani,Did they give you something for it?,4,4,4,follow-me
3394,Nasty,No.,4,4,0,question
3395,Stefani,Don’t forgot to see Zhenya for procedures.,4,4,0,question
3396,Nasty,Yes.,4,4,0,question
3397,Zheny,I have a clinic.,4,4,0,question
3398,Stefani,Zhenya has a trauma clinic.,4,4,0,question
3399,Ali,//[UI],4,4,0,question
3400,Nasty,//A sticker…,4,4,0,question
3401,Rya,They offer that.,4,4,0,question
3402,Ali,Yeah. [UI],4,4,0,question
3403,Stefani,"Will you take it with you, Zhenya?",4,4,4,follow-me
3404,Dash,"Why are they only looking at me and Ryan? Look, there are four other people here.",4,4,4,follow-me
3405,Nasty,So what?,4,4,4,follow-me
3406,Stefani,Let it be like this [UI],4,4,0,question
3407,Ali,She is asking why are the cameras looking at you two only and not the other four people.,4,4,0,question
3408,Nasty,It’s a compliment. We don’t look very good.,4,4,0,question
3409,Zheny,Of course.,4,4,0,question
3410,Ali,"It’s a compliment. You are attractive people, you know.",4,4,0,question
3411,Nasty,"What, doesn’t work like that? Dang, I like… made a nice move there.",4,4,4,follow-me
3412,Zheny,And no one is sniffing the headphones now. Cause they’re like // “What’s with the headphones over there?”,4,4,4,follow-me
3413,Nasty,//[UI],4,4,0,question
3414,Stefani,See? I’m not the only one who noticed. [UI],4,4,0,question
3415,Nasty,"Although, should have done it for Alik too. He can also do it…",4,4,0,question
3416,Ali,I don’t do that…,4,4,0,question
3417,Zheny,"No, Alik is good at covering himself with paper, like…Hop.",4,4,0,question
3418,Ali,I read the instructions.,4,4,0,question
3419,Zheny,This bro put your badge in my cabin today.,4,4,0,question
3420,Ali,Did they get mixed up?,4,4,4,follow-me
3421,Zheny,With these… Yes.,4,4,0,question
3422,Nasty,With the fringe.,4,4,0,question
3423,Zheny,//With a fringe.,4,4,0,question
3424,Ali,//[UI],4,4,0,question
3425,Stefani,//How could he confuse that?,4,4,4,follow-me
3426,Rya,Sorry.,4,4,0,question
3427,Ali,You gave hers to the… [UI],4,4,0,question
3428,Zheny,I just noticed in time.,4,4,0,question
3429,Nasty,He thinks you need more colors.,4,4,0,question
3430,Stefani,You need a bit of style.,4,4,0,question
3431,Zheny,Gray…,4,4,0,question
3432,Ali,"You thought he was in the bad mood. That’s why you gave him that one, right?",4,4,4,follow-me
3433,Rya,Just to cheer him up.,4,4,0,question
3434,Ali,Just to lift his mood.,4,4,0,question
3435,Nasty,"Dasha, aren’t you hot?",4,4,4,follow-me
3436,Dash,I remember one Bomfunk MC song when he is… What’s it called?,4,4,4,follow-me
3437,Nasty,Freestyler.,4,4,0,question
3438,Dash,"Yes, that’s it. I feel it.",4,4,0,question
3439,Nasty,And I immediately remember Shnur [Russian pop star] who dances to this song. [UI].,4,4,0,question
3440,Dash,I turned it on.,4,4,0,question
3441,Rya,Off.,4,4,0,question
3442,Dash,[UI],4,4,0,question
3443,Nasty,"That’s why they’re watching you, Dasha.",4,4,0,question
3444,Zheny,Of course.,4,4,0,question
3445,Dash,"I turned it on. You’ll see later, when you throw it over, if I was lying or not.",4,4,0,question
3446,Rya,[UI],4,4,0,question
3447,Nasty,What?,4,4,4,follow-me
3448,Rya,"No, it’s recording now.",4,4,0,question
3449,Ali,"Yes, I know, but something happened.",4,4,0,question
3450,Stefani,"He, probably, [UI]",4,4,0,question
3451,Nasty,He is throwing himself now.,4,4,0,question
3452,Stefani,Word by word: “Throw. You. //Now.”,4,4,0,question
3453,Nasty,//You. They are throwing us.,4,4,0,question
3454,Rya,I don’t know which [UI]. Now you…,4,4,0,question
3455,Nasty,"Well, basically, you said: “I will throw you //with all…”",4,4,0,question
3456,Stefani,//Away.,4,4,0,question
3457,Ali,It sounds very funny.,4,4,0,question
3458,Nasty,I will throw you off now. //Like from the train.,4,4,0,question
3459,Rya,//Right.,4,4,1,statement
3460,Stefani,//In Russian it…,4,4,0,question
3461,Zheny,//But it’s easier to say: “Ah-ta-ta!” Like that.,4,4,0,question
3462,Stefani,Scold with your finger like this.,4,4,0,question
3463,Zheny,Ah-ta-ta!,4,4,0,question
3464,Stefani,"No, don’t do that!",4,4,0,question
3465,Ali,//They are recording all this right now!,4,4,0,question
3466,Nasty,//[UI],4,4,0,question
3467,Rya,//I have no idea what you said.,4,4,0,question
3468,Ali,"Ok, we are being recorded.",4,4,0,question
3469,Rya,I have no idea what she said.,4,4,0,question
3470,Ali,They have [UI].,4,4,0,question
3471,Stefani,"No, please. It’s too much. No more “Ah-ta-ta!”",4,4,0,question
3472,Dash,"I’m not opposed, Ryan.",4,4,0,question
3473,Rya,[UI],4,4,0,question
3474,Dash,You don’t have to do it that way.,4,4,0,question
