,preds,explanations
523,s,"The utterance ""Yes!"" is a statement because it is a one-word response that does not ask a question or give an instruction. Therefore, it is classified as a statement (<s>). "
524,s,"The utterance ""Easy! Easy!"" is a statement because it is a repetition of the word ""Easy"" and does not ask a question or give an instruction. Therefore, it is classified as a statement (<s>)."
525,s,"The utterance ""Changed //maintenance decision or changed usability decision?"" is classified as a statement (<s>) because it is a declarative sentence that presents information without explicitly asking a question or seeking confirmation. "
526,s,"The utterance ""//I’m changing it back. Hygiene, usability, maintenance, fund raising is on me. All those decisions are me. They are just repair frequency."" is also classified as a statement (<s>) because it is a declarative sentence that provides information without asking a question or seeking confirmation. "
527,s,"The utterance ""Okay."" is classified as a statement (<s>) because it is a simple acknowledgement without any explicit question or request. "
528,q,"The utterance ""Is everyone signing now?"" is classified as a question (<q>) because it is an interrogative sentence that seeks information or confirmation. "
529,s,"The utterance ""Yes."" is classified as a statement (<s>) because it is a simple affirmation without any explicit question or request."
530,q,"The utterance ""What?"" is a question, as it is a direct inquiry seeking information. "
531,s,"The utterance ""Today is your day."" is a statement, as it is a declarative sentence conveying information. "
532,b,"The utterance ""Oh, that’s interesting."" is a backchannel, as it is an interjection expressing acknowledgement or interest. "
533,q,"The utterance ""What?"" is a question, similar to the first utterance, seeking clarification or information. "
534,f,"The utterance ""They said to re-click it."" is a follow-me because it is an instruction or explanation followed by a question to gauge understanding."
535,s,"The first utterance is classified as a statement (s) because it expresses a statement of completion (""We are done"") and indicates the speaker's belief (""I think""). "
536,s,"The second utterance is classified as a statement (s) because it introduces a topic (""DeChurch nine"") without any explicit question or instruction. "
537,q,"The third utterance is classified as a question (q) because it consists of a single word (""Nine?"") that seeks clarification or confirmation. "
538,s,"The fourth utterance is classified as a statement (s) because it provides a simple affirmation (""Yes"") in response to the previous question. "
539,s,"The fifth utterance is classified as a statement (s) because it expresses a negative sentiment (""Nuts"") without any explicit question or instruction."
540,s,"The utterance ""Cool."" is classified as a statement (<s>) because it is a simple statement expressing approval or agreement. "
541,s,"The utterance ""No, right away."" is classified as a statement (<s>) because it is a response that does not fit into any other dialogue act category. "
542,s,"The utterance ""Nuts."" is classified as a statement (<s>) because it is a simple statement expressing frustration or disbelief. "
543,s,"The utterance ""Nuts."" is classified as a statement (<s>) because it is a repetition of the previous utterance and does not fit into any other dialogue act category. "
544,q,"The utterance ""Are you a normal person?"" is classified as a question (<q>) because it is a direct question asking for information."
545,s,"The utterance ""Five seconds."" is a statement because it is a simple statement without any question or instruction. "
546,q,"The utterance ""Interesting, do they fill questionnaires also?"" is a question because it starts with the word ""do"" and ends with a question mark, indicating an inquiry. "
547,b,"The utterance ""Mhm."" is a backchannel because it is a short, non-committal response that indicates the listener is following along. "
548,s,"The utterance ""I think so."" is a statement because it expresses the speaker's opinion or belief without any question or instruction. "
549,s,"The utterance ""I think they do. That and TTB."" is a statement because it expresses the speaker's opinion or belief without any question or instruction."
550,s,"The utterance ""Salya!"" does not contain any question words or indicators of incompleteness, so it can be classified as a statement (<s>). "
551,s,"The utterance ""Salah!"" does not contain any question words or indicators of incompleteness, so it can also be classified as a statement (<s>). "
552,s,"The utterance ""Okay."" is a complete sentence and does not contain any question words or indicators of incompleteness, so it can be classified as a statement (<s>). "
553,q,"The utterance ""Can we take a quick group photo at the end? Since we’re looking pretty?"" contains a question word (""Can"") and is a complete sentence, indicating that it is a question (<q>). "
554,d,"The utterance ""What? What?"" is an incomplete utterance as it repeats the word ""What"" without providing any additional information. Therefore, it can be classified as an incomplete utterance (<d>)."
555,q,"The utterance is a question, asking if they can take a photo at the end. It does not fall under the ""follow me"" category as it is not explicitly or implicitly asking if the listener understands. Therefore, it is classified as a question. "
556,d,"The utterance is incomplete, marked by the use of an ellipsis. It does not provide enough information to determine the dialogue act. "
557,s,"The utterance is a statement, asserting ownership of something. It does not fall under any other specific category, so it is classified as a statement. "
558,b,"The utterance is a backchannel, expressing agreement or approval. It is a short, non-direct response that indicates the listener is paying attention. "
559,b,"The utterance is a backchannel, similar to the previous utterance, expressing agreement or approval. It is a short, non-direct response that indicates the listener is paying attention."
560,q,"The utterance ""What’s taking so long?"" is a question because it starts with ""What"" and ends with a question mark. "
561,s,"The utterance ""You keep working."" is a statement because it is a complete sentence that expresses a fact or opinion. "
562,s,"The utterance ""Eat something if you want."" is a statement because it is a complete sentence that expresses a suggestion or permission. "
563,f,"The utterance ""I see you are feeling bored. She is missing the letters. Read."" is a ""follow me"" because it includes the phrase ""I see"" which implies the speaker is checking for understanding. "
564,s,"The utterance ""There’s a lot accumulated for you."" is a statement because it is a complete sentence that expresses a fact or observation."
565,s,"The utterance ""Right here."" is a statement because it is a straightforward statement without any question or instruction. "
566,d,"The utterance ""Oh, shit! Didn’t mean to do that."" is an incomplete utterance because it is interrupted and does not provide a complete thought or question. "
567,q,"The utterance ""No?"" is a question because it ends with a question mark and is seeking confirmation or clarification. "
568,s,"The utterance ""I messed up."" is a statement because it is a straightforward statement without any question or instruction. "
569,q,"The utterance ""What?"" is a question because it starts with the word ""What"" and is seeking information or clarification."
570,s,"The utterance ""Oh, I sent it to the wrong person."" is classified as a statement (<s>) because it is a complete sentence expressing a fact or opinion. "
571,d,"The utterance ""Nuts! Shame! Shame!"" is classified as an incomplete utterance (<d>) because it is an abandoned or incomplete expression. "
572,q,"The utterance ""What’s this one?"" is classified as a question (<q>) because it is a sentence asking for information. "
573,d,"The utterance ""It’s just [UI]"" is classified as an incomplete utterance (<d>) because it contains an unintelligible utterance marked with the ""[UI]"" tag. "
574,s,"The utterance ""Shoot! I sent it to the wrong place."" is classified as a statement (<s>) because it is a complete sentence expressing a fact or opinion."
575,s,"The utterance ""Nuts! Shame! Shame!"" expresses a strong emotion and does not contain any question or instruction, so it is classified as a Statement. "
576,s,"The utterance ""It was definitely yours. I know for sure."" is a statement asserting a fact and does not contain any question or instruction, so it is classified as a Statement. "
577,d,"The utterance ""[UI]"" is marked as an unintelligible utterance, indicating that it is incomplete. Therefore, it is classified as an Incomplete Utterance. "
578,s,"The utterance ""Nuts!"" is a standalone exclamation and does not contain any question or instruction, so it is classified as a Statement. "
579,s,"The utterance ""Cool!"" is an exclamation and does not contain any question or instruction, so it is classified as a Statement."
580,q,"The utterance ""The tenth one, right?"" is classified as a question (<q>) because it is asking for confirmation or clarification. "
581,b,"The utterance ""Yes."" is classified as a backchannel (<b>) because it is a short response indicating agreement or acknowledgement. "
582,b,"The utterance ""Okay."" is also classified as a backchannel (<b>) because it is a short response indicating agreement or acknowledgement."
